"","place","ward","dist_suffix","dist_nosuffix","pwd","wd","Ward_N","Dist20_N","Region20_N","Dist20_nosuffix","wdr20","wd20","pwd.dist","wd.dist","dist","dist_sum","accept","is.ward","is.district","Dist20_N.b","Region20_N.b","Dist20_nosuffix.b","Ward_N.b","accept.b","accept.c"
"92","chikole","usangule","malinyi.dc","malinyi","chikole-usangule-malinyi","usangule-malinyi","usangule","malinyi.dc","morogoro","malinyi","usangule-malinyi-morogoro","usangule-malinyi",0.370555555555556,0,NA,0.370555555555556,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"93","chikolopola","chikolopola","masasi.dc","masasi","chikolopola-chikolopola-masasi","chikolopola-masasi","chikolopola","masasi.dc","mtwara","masasi","chikolopola-masasi-mtwara","chikolopola-masasi",0.236111111111111,0,NA,0.236111111111111,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"94","chikoropola.sindano.na.mnavira","sindano.mnavira","masasi.dc","masasi","chikoropola.sindano.na.mnavira-sindano.mnavira-masasi","sindano.mnavira-masasi","sindano","masasi.dc","mtwara","masasi","sindano-masasi-mtwara","sindano-masasi",0.456573824498353,0.192640692640693,NA,0.649214517139046,"manual",NA,NA,NA,NA,NA,NA,NA,"1"
"95","chikukwe","chikukwe","masasi.dc","masasi","chikukwe-chikukwe-masasi","chikukwe-masasi","chigugu","masasi.dc","mtwara","masasi","chigugu-masasi-mtwara","chigugu-masasi",0.357142857142857,0.16031746031746,NA,0.517460317460318,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","chikuti","msogezi","ulanga.dc","ulanga","chikuti-msogezi-ulanga","msogezi-ulanga","msogezi","ulanga.dc","morogoro","ulanga","msogezi-ulanga-morogoro","msogezi-ulanga",0.38866930171278,0,NA,0.38866930171278,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"97","chilimba","chiungutwa","masasi.dc","masasi","chilimba-chiungutwa-masasi","chiungutwa-masasi","chiungutwa","masasi.dc","mtwara","masasi","chiungutwa-masasi-mtwara","chiungutwa-masasi",0.274145299145299,0,NA,0.274145299145299,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"98","chilimba.mitonji.lupaso","chiungutwa.mbuyuni.lupaso","masasi.dc","masasi","chilimba.mitonji.lupaso-chiungutwa.mbuyuni.lupaso-masasi","chiungutwa.mbuyuni.lupaso-masasi","chiungutwa","masasi.dc","mtwara","masasi","chiungutwa-masasi-mtwara","chiungutwa-masasi",0.412489557226399,0.205269607843137,NA,0.617759165069537,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","chilulumo","chilulumo","mbeya.dc","mbeya","chilulumo-chilulumo-mbeya","chilulumo-mbeya","chilulumo","momba.dc","songwe","momba","chilulumo-momba-songwe","chilulumo-momba",0.23144385026738,0.0888888888888889,NA,0.320332739156269,"manual",NA,NA,NA,NA,NA,NA,NA,"1"
"100","chilulumo","chilulumo","momba.dc","momba","chilulumo-chilulumo-momba","chilulumo-momba","chilulumo","momba.dc","songwe","momba","chilulumo-momba-songwe","chilulumo-momba",0.23144385026738,0,NA,0.23144385026738,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"101","chilulumo","mkomba","momba.dc","momba","chilulumo-mkomba-momba","mkomba-momba","chilulumo","momba.dc","songwe","momba","chilulumo-momba-songwe","chilulumo-momba",0.151515151515152,0.308333333333333,NA,0.459848484848485,"manual",NA,NA,NA,NA,NA,NA,NA,"1"
"102","chilungule","mundemu","bahi.dc","bahi","chilungule-mundemu-bahi","mundemu-bahi","mundemu","bahi.dc","dodoma","bahi","mundemu-bahi-dodoma","mundemu-bahi",0.421116196287821,0,NA,0.421116196287821,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"103","chilungulu","chilungulu","bahi.dc","bahi","chilungulu-chilungulu-bahi","chilungulu-bahi","chinugulu","chamwino.dc","dodoma","chamwino","chinugulu-chamwino-dodoma","chinugulu-chamwino",0.331538461538462,0.213960113960114,NA,0.545498575498575,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","chilungulu","mundemu","bahi.dc","bahi","chilungulu-mundemu-bahi","mundemu-bahi","mundemu","bahi.dc","dodoma","bahi","mundemu-bahi-dodoma","mundemu-bahi",0.465779072186395,0,NA,0.465779072186395,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"105","chimala","chimala","mbarali.dc","mbarali","chimala-chimala-mbarali","chimala-mbarali","chimala","mbarali.dc","mbeya","mbarali","chimala-mbarali-mbeya","chimala-mbarali",0.194156889809064,0,NA,0.194156889809064,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"106","chimendeli","chimendeli","bahi.dc","bahi","chimendeli-chimendeli-bahi","chimendeli-bahi","chibelela","bahi.dc","dodoma","bahi","chibelela-bahi-dodoma","chibelela-bahi",0.311736874236874,0.236075036075036,NA,0.54781191031191,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","chingale","temeke","masasi.dc","masasi","chingale-temeke-masasi","temeke-masasi","temeke","masasi.tc","mtwara","masasi","temeke-masasi-mtwara","temeke-masasi",0.344949494949495,0,NA,0.344949494949495,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"108","chingali","njiwa","malinyi.dc","malinyi","chingali-njiwa-malinyi","njiwa-malinyi","mchinga","lindi.dc","lindi","lindi","mchinga-lindi-lindi","mchinga-lindi",0.174790669856459,0.298076923076923,NA,0.472867592933382,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","chingoropi","mkululu","masasi.dc","masasi","chingoropi-mkululu-masasi","mkululu-masasi","mkululu","masasi.dc","mtwara","masasi","mkululu-masasi-mtwara","mkululu-masasi",0.33968253968254,0,NA,0.33968253968254,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"110","chinongwe","chinongwe","masasi.dc","masasi","chinongwe-chinongwe-masasi","chinongwe-masasi","chinongwe","ruangwa.dc","lindi","ruangwa","chinongwe-ruangwa-lindi","chinongwe-ruangwa",0.200346183183712,0.181372549019608,NA,0.38171873220332,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","chinongwe","chinongwe","ruangwa.dc","ruangwa","chinongwe-chinongwe-ruangwa","chinongwe-ruangwa","chinongwe","ruangwa.dc","lindi","ruangwa","chinongwe-ruangwa-lindi","chinongwe-ruangwa",0.213231347289318,0,NA,0.213231347289318,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"112","chinongwe.ruangwa","chinongwe","ruangwa.dc","ruangwa","chinongwe.ruangwa-chinongwe-ruangwa","chinongwe-ruangwa","chinongwe","ruangwa.dc","lindi","ruangwa","chinongwe-ruangwa-lindi","chinongwe-ruangwa",0.278002070393375,0,NA,0.278002070393375,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"113","chinyika","mpendo","nchemba.dc","nchemba","chinyika-mpendo-nchemba","mpendo-nchemba","mpendo","chemba.dc","dodoma","chemba","mpendo-chemba-dodoma","mpendo-chemba",0.354830917874396,0.0238095238095237,NA,0.37864044168392,"manual",NA,NA,NA,NA,NA,NA,NA,"1"
"114","chipa","lukande","ulanga.dc","ulanga","chipa-lukande-ulanga","lukande-ulanga","lukande","ulanga.dc","morogoro","ulanga","lukande-ulanga-morogoro","lukande-ulanga",0.365942028985507,0,NA,0.365942028985507,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"115","chipanga","chipanga","bahi.dc","bahi","chipanga-chipanga-bahi","chipanga-bahi","chipanga","bahi.dc","dodoma","bahi","chipanga-bahi-dodoma","chipanga-bahi",0.244949494949495,0,NA,0.244949494949495,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"116","chipole","chipole","masasi.dc","masasi","chipole-chipole-masasi","chipole-masasi","chiwale","masasi.dc","mtwara","masasi","chiwale-masasi-mtwara","chiwale-masasi",0.327450327450327,0.192460317460318,NA,0.519910644910645,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","chipole","mumbaka","masasi.dc","masasi","chipole-mumbaka-masasi","mumbaka-masasi","marika","masasi.tc","mtwara","masasi","marika-masasi-mtwara","marika-masasi",0.375974025974026,0.198468198468198,NA,0.574442224442224,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","chirombola","chirombola","ulanga.dc","ulanga","chirombola-chirombola-ulanga","chirombola-ulanga","chirombola","ulanga.dc","morogoro","ulanga","chirombola-ulanga-morogoro","chirombola-ulanga",0.190892440892441,0,NA,0.190892440892441,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"119","chita","melela","mlimba.dc","mlimba","chita-melela-mlimba","melela-mlimba","ilemela","ilemela.mc","mwanza","ilemela","ilemela-ilemela-mwanza","ilemela-ilemela",0.265124933545986,0.200777000777001,NA,0.465901934322987,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","chitandi","nangwala","newala.dc","newala","chitandi-nangwala-newala","nangwala-newala","nangano","liwale.dc","lindi","liwale","nangano-liwale-lindi","nangano-liwale",0.281944444444444,0.225396825396825,NA,0.50734126984127,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","chitekete","chitekete","newala.dc","newala","chitekete-chitekete-newala","chitekete-newala","chitekete","newala.dc","mtwara","newala","chitekete-newala-mtwara","chitekete-newala",0.2305834262356,0,NA,0.2305834262356,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"122","chiungutwa","chiungutwa","masasi.dc","masasi","chiungutwa-chiungutwa-masasi","chiungutwa-masasi","chiungutwa","masasi.dc","mtwara","masasi","chiungutwa-masasi-mtwara","chiungutwa-masasi",0.196428571428572,0,NA,0.196428571428572,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"123","chiwale","chiwale","masasi.dc","masasi","chiwale-chiwale-masasi","chiwale-masasi","chiwale","masasi.dc","mtwara","masasi","chiwale-masasi-mtwara","chiwale-masasi",0.227484933367286,0,NA,0.227484933367286,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"124","chiwona","makan.gwa","chamwino.dc","chamwino","chiwona-makan.gwa-chamwino","makan.gwa-chamwino","makang.wa","chamwino.dc","dodoma","chamwino","makang.wa-chamwino-dodoma","makang.wa-chamwino",0.31025641025641,0.0185185185185185,NA,0.328774928774929,"manual",NA,NA,NA,NA,NA,NA,NA,"1"
"125","chizomoche","mbabala","bahi.dc","bahi","chizomoche-mbabala-bahi","mbabala-bahi","chimala","mbarali.dc","mbeya","mbarali","chimala-mbarali-mbeya","chimala-mbarali",0.274564354727398,0.290740740740741,NA,0.565305095468139,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","chonde","makanda","bahi.dc","bahi","chonde-makanda-bahi","makanda-bahi","makanda","bahi.dc","dodoma","bahi","makanda-bahi-dodoma","makanda-bahi",0.330200501253133,0,NA,0.330200501253133,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"127","chonde","manda","manda.dc","manda","chonde-manda-manda","manda-manda","mpanda.hotel","mpanda.mc","katavi","mpanda","mpanda.hotel-mpanda-katavi","mpanda.hotel-mpanda",0.318803418803419,0.140350877192982,NA,0.459154295996401,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","chonga","myula","nkasi.dc","nkasi","chonga-myula-nkasi","myula-nkasi","nkomolo","nkasi.dc","rukwa","nkasi","nkomolo-nkasi-rukwa","nkomolo-nkasi",0.351701904333483,0.219114219114219,NA,0.570816123447703,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","chunya.mjini","chunya.mjini","chunya.dc","chunya","chunya.mjini-chunya.mjini-chunya","chunya.mjini-chunya","bunda.mjini","bunda.tc","mara","bunda","bunda.mjini-bunda-mara","bunda.mjini-bunda",0.278409090909091,0.183694530443756,NA,0.462103621352847,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","dar","pugu","ilala.dc","ilala","dar-pugu-ilala","pugu-ilala","pugu","ilala.mc","dar.es.salaam","ilala","pugu-ilala-dar.es.salaam","pugu-ilala",0.305555555555556,0,NA,0.305555555555556,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"131","dar.es.salaam","dar.es.salaam","dar.es.salaam.dc","dar.es.salaam","dar.es.salaam-dar.es.salaam-dar.es.salaam","dar.es.salaam-dar.es.salaam","upanga.mashariki","ilala.mc","dar.es.salaam","ilala","upanga.mashariki-ilala-dar.es.salaam","upanga.mashariki-ilala",0.326784101174345,0.411767245100578,NA,0.738551346274924,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","dar.es.salaam","kiwalani","ilala.dc","ilala","dar.es.salaam-kiwalani-ilala","kiwalani-ilala","kiwalani","ilala.mc","dar.es.salaam","ilala","kiwalani-ilala-dar.es.salaam","kiwalani-ilala",0.367724867724868,0,NA,0.367724867724868,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"133","dar.es.salaam","pugu","dar.es.salaam.dc","dar.es.salaam","dar.es.salaam-pugu-dar.es.salaam","pugu-dar.es.salaam","pugu","ilala.mc","dar.es.salaam","ilala","pugu-ilala-dar.es.salaam","pugu-ilala",0.275883838383838,0.293518518518519,NA,0.569402356902357,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","dar.es.salaam","pugu","ilala.dc","ilala","dar.es.salaam-pugu-ilala","pugu-ilala","pugu","ilala.mc","dar.es.salaam","ilala","pugu-ilala-dar.es.salaam","pugu-ilala",0.324074074074074,0,NA,0.324074074074074,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"135","dar.es.salaam","pugu","pugu.dc","pugu","dar.es.salaam-pugu-pugu","pugu-pugu","badugu","busega.dc","simiyu","busega","badugu-busega-simiyu","badugu-busega",0.415440356744705,0.290598290598291,NA,0.706038647342995,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","dar.es.salam","pugu","temeke.dc","temeke","dar.es.salam-pugu-temeke","pugu-temeke","kiburugwa","temeke.mc","dar.es.salaam","temeke","kiburugwa-temeke-dar.es.salaam","kiburugwa-temeke",0.388725490196078,0.188636363636364,NA,0.577361853832442,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","dar.eslaam","pugu","ilala.dc","ilala","dar.eslaam-pugu-ilala","pugu-ilala","pugu","ilala.mc","dar.es.salaam","ilala","pugu-ilala-dar.es.salaam","pugu-ilala",0.196428571428572,0,NA,0.196428571428572,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"138","daresalamu","pugu","pugu.dc","pugu","daresalamu-pugu-pugu","pugu-pugu","badugu","busega.dc","simiyu","busega","badugu-busega-simiyu","badugu-busega",0.330952380952381,0.290598290598291,NA,0.621550671550672,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","daressalam","vingunguti","ilala.dc","ilala","daressalam-vingunguti-ilala","vingunguti-ilala","vingunguti","ilala.mc","dar.es.salaam","ilala","vingunguti-ilala-dar.es.salaam","vingunguti-ilala",0.316931216931217,0,NA,0.316931216931217,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"140","dilibu","itenka","nsimbo.dc","nsimbo","dilibu-itenka-nsimbo","itenka-nsimbo","itenka","nsimbo.dc","katavi","nsimbo","itenka-nsimbo-katavi","itenka-nsimbo",0.322222222222222,0,NA,0.322222222222222,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"141","dilifu","ilembo","mpanda.dc","mpanda","dilifu-ilembo-mpanda","ilembo-mpanda","ilembo","mpanda.mc","katavi","mpanda","ilembo-mpanda-katavi","ilembo-mpanda",0.342857142857143,0,NA,0.342857142857143,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"142","ditima","guduwi","bariadi.dc","bariadi","ditima-guduwi-bariadi","guduwi-bariadi","guduwi","bariadi.tc","simiyu","bariadi","guduwi-bariadi-simiyu","guduwi-bariadi",0.264239028944911,0,NA,0.264239028944911,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"143","dodoma","dodoma","chamwino.bahi.dc","chamwino.bahi","dodoma-dodoma-chamwino.bahi","dodoma-chamwino.bahi","dabalo","chamwino.dc","dodoma","chamwino","dabalo-chamwino-dodoma","dabalo-chamwino",0.26672278338945,0.263675213675214,NA,0.530397997064664,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","dodoma","dodoma","dodoma.cc","dodoma","dodoma-dodoma-dodoma","dodoma-dodoma","hombolo","dodoma.cc","dodoma","dodoma","hombolo-dodoma-dodoma","hombolo-dodoma",0.250746965452848,0.222161172161172,NA,0.47290813761402,"acceptD0",NA,"Y","dodoma.cc","dodoma","dodoma",NA,"acceptD0",NA
"145","dodoma","dodoma.mjini","dodoma.cc","dodoma","dodoma-dodoma.mjini-dodoma","dodoma.mjini-dodoma","dom.makulu","dodoma.cc","dodoma","dodoma","dom.makulu-dodoma-dodoma","dom.makulu-dodoma",0.174145299145299,0.222156068905295,NA,0.396301368050594,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","dodoma","kisasa","dodoma.cc","dodoma","dodoma-kisasa-dodoma","kisasa-dodoma","ipala","dodoma.cc","dodoma","dodoma","ipala-dodoma-dodoma","ipala-dodoma",0.173323013415893,0.132478632478632,NA,0.305801645894525,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","dodoma","kizota","dodoma.cc","dodoma","dodoma-kizota-dodoma","kizota-dodoma","kizota","dodoma.cc","dodoma","dodoma","kizota-dodoma-dodoma","kizota-dodoma",0.0666666666666668,0,NA,0.0666666666666668,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"148","dodoma","msalato","bahi.dc","bahi","dodoma-msalato-bahi","msalato-bahi","msalato","dodoma.cc","dodoma","dodoma","msalato-dodoma-dodoma","msalato-dodoma",0.277829991645781,0.202380952380952,NA,0.480210944026734,"manual",NA,NA,NA,NA,NA,NA,NA,"1"
"149","dodoma","msalato","dodoma.cc","dodoma","dodoma-msalato-dodoma","msalato-dodoma","msalato","dodoma.cc","dodoma","dodoma","msalato-dodoma-dodoma","msalato-dodoma",0.111111111111111,0,NA,0.111111111111111,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"150","dodoma","nala","dodoma.cc","dodoma","dodoma-nala-dodoma","nala-dodoma","nala","dodoma.cc","dodoma","dodoma","nala-dodoma-dodoma","nala-dodoma",0.0925925925925926,0,NA,0.0925925925925926,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"151","dodoma.mjini","kizota","dodoma.cc","dodoma","dodoma.mjini-kizota-dodoma","kizota-dodoma","kizota","dodoma.cc","dodoma","dodoma","kizota-dodoma-dodoma","kizota-dodoma",0.312443438914027,0,NA,0.312443438914027,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"152","dodoma.na.dar.es.salaam","dodoma.na.dar.es.salaam","dodoma.cc","dodoma","dodoma.na.dar.es.salaam-dodoma.na.dar.es.salaam-dodoma","dodoma.na.dar.es.salaam-dodoma","mwanase","msalala.dc","shinyanga","msalala","mwanase-msalala-shinyanga","mwanase-msalala",0.442904865649964,0.308333333333333,NA,0.751238198983297,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","donselo","mwamapalala","itilima.dc","itilima","donselo-mwamapalala-itilima","mwamapalala-itilima","mwamapalala","itilima.dc","simiyu","itilima","mwamapalala-itilima-simiyu","mwamapalala-itilima",0.27167616334283,0,NA,0.27167616334283,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"154","donselo","mwampalala","itilima.dc","itilima","donselo-mwampalala-itilima","mwampalala-itilima","mwamapalala","itilima.dc","simiyu","itilima","mwamapalala-itilima-simiyu","mwamapalala-itilima",0.319838056680162,0.147173489278753,NA,0.467011545958915,"manual",NA,NA,NA,NA,NA,NA,NA,"1"
"155","doselo","mwamapalala","itilima.dc","itilima","doselo-mwamapalala-itilima","mwamapalala-itilima","mwamapalala","itilima.dc","simiyu","itilima","mwamapalala-itilima-simiyu","mwamapalala-itilima",0.262179487179487,0,NA,0.262179487179487,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"156","dsm","vingunguti","ilala.dc","ilala","dsm-vingunguti-ilala","vingunguti-ilala","vingunguti","ilala.mc","dar.es.salaam","ilala","vingunguti-ilala-dar.es.salaam","vingunguti-ilala",0.361111111111111,0,NA,0.361111111111111,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"157","dsm.pugu","pugu","ilala.dc","ilala","dsm.pugu-pugu-ilala","pugu-ilala","pugu","ilala.mc","dar.es.salaam","ilala","pugu-ilala-dar.es.salaam","pugu-ilala",0.411887089518668,0,NA,0.411887089518668,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"158","dua","kasololo","misungwi.dc","misungwi","dua-kasololo-misungwi","kasololo-misungwi","kasololo","misungwi.dc","mwanza","misungwi","kasololo-misungwi-mwanza","kasololo-misungwi",0.260582010582011,0,NA,0.260582010582011,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"159","dudulu","dudulu","itilima.dc","itilima","dudulu-dudulu-itilima","dudulu-itilima","lugulu","itilima.dc","simiyu","itilima","lugulu-itilima-simiyu","lugulu-itilima",0.323809523809524,0.206349206349206,NA,0.53015873015873,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","dumila.nyumbani","dumila","kilosa.dc","kilosa","dumila.nyumbani-dumila-kilosa","dumila-kilosa","dumila","kilosa.dc","morogoro","kilosa","dumila-kilosa-morogoro","dumila-kilosa",0.397194759263725,0,NA,0.397194759263725,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"161","dumila.nyumbani","magole","kilosa.dc","kilosa","dumila.nyumbani-magole-kilosa","magole-kilosa","magole","kilosa.dc","morogoro","kilosa","magole-kilosa-morogoro","magole-kilosa",0.485806339254615,0,NA,0.485806339254615,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"162","dungo","mziha","mvomero.dc","mvomero","dungo-mziha-mvomero","mziha-mvomero","sungaji","mvomero.dc","morogoro","mvomero","sungaji-mvomero-morogoro","sungaji-mvomero",0.278326023391813,0.221367521367521,NA,0.499693544759334,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","dutwa","dutwa","bariadi.dc","bariadi","dutwa-dutwa-bariadi","dutwa-bariadi","dutwa","bariadi.dc","simiyu","bariadi","dutwa-bariadi-simiyu","dutwa-bariadi",0.247243107769424,0,NA,0.247243107769424,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"164","dutwa.mwasamba","dutwa.lamadi","bariadi.busega.dc","bariadi.busega","dutwa.mwasamba-dutwa.lamadi-bariadi.busega","dutwa.lamadi-bariadi.busega","dutwa","bariadi.dc","simiyu","bariadi","dutwa-bariadi-simiyu","dutwa-bariadi",0.366059757236228,0.262583095916429,NA,0.628642853152657,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","etoo","minepa","ulanga.dc","ulanga","etoo-minepa-ulanga","minepa-ulanga","minepa","ulanga.dc","morogoro","ulanga","minepa-ulanga-morogoro","minepa-ulanga",0.361952861952862,0,NA,0.361952861952862,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"166","etoo.kivukoni","minepa","ulanga.dc","ulanga","etoo.kivukoni-minepa-ulanga","minepa-ulanga","minepa","ulanga.dc","morogoro","ulanga","minepa-ulanga-morogoro","minepa-ulanga",0.46304929638263,0,NA,0.46304929638263,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"167","faranji","igava","mmba.dc","mmba","faranji-igava-mmba","igava-mmba","igava","mbarali.dc","mbeya","mbarali","igava-mbarali-mbeya","igava-mbarali",0.225730994152047,0.135897435897436,NA,0.361628430049483,"manual",NA,NA,NA,NA,NA,NA,NA,"1"
"168","farm.17","nachingwea","masasi.dc","masasi","farm.17-nachingwea-masasi","nachingwea-masasi","chiungutwa","masasi.dc","mtwara","masasi","chiungutwa-masasi-mtwara","chiungutwa-masasi",0.334074074074074,0.165266106442577,NA,0.499340180516651,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","farm.17.nachingwea.mihima.lukuledi.mpanyani.ndomoni","nachingwea.mpanyani.lukuledi","nachingwea.mpanyani.lukuledi.dc","nachingwea.mpanyani.lukuledi","farm.17.nachingwea.mihima.lukuledi.mpanyani.ndomoni-nachingwea.mpanyani.lukuledi-nachingwea.mpanyani.lukuledi","nachingwea.mpanyani.lukuledi-nachingwea.mpanyani.lukuledi","nachingwea","lindi.mc","lindi","lindi","nachingwea-lindi-lindi","nachingwea-lindi",0.427121807855753,0.302266081871345,NA,0.729387889727098,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","finga","finga","sumbawanga.dc","sumbawanga","finga-finga-sumbawanga","finga-sumbawanga","mfinga","sumbawanga.dc","rukwa","sumbawanga","mfinga-sumbawanga-rukwa","mfinga-sumbawanga",0.234921680573854,0.0196078431372548,NA,0.254529523711109,"manual",NA,NA,NA,NA,NA,NA,NA,"1"
"171","fitumbi","magunga","chunya.dc","chunya","fitumbi-magunga-chunya","magunga-chunya","mbugani","chunya.dc","mbeya","chunya","mbugani-chunya-mbeya","mbugani-chunya",0.282620320855615,0.123015873015873,NA,0.405636193871488,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","gagabali","nyakabindi","bariadi.tc","bariadi","gagabali-nyakabindi-bariadi","nyakabindi-bariadi","nyakabindi","bariadi.tc","simiyu","bariadi","nyakabindi-bariadi-simiyu","nyakabindi-bariadi",0.294753086419753,0,NA,0.294753086419753,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
"173","gambosi","gambosi","bariadi.dc","bariadi","gambosi-gambosi-bariadi","gambosi-bariadi","gambosi","bariadi.dc","simiyu","bariadi","gambosi-bariadi-simiyu","gambosi-bariadi",0.199916788017475,0,NA,0.199916788017475,"accept0",NA,NA,NA,NA,NA,NA,NA,NA
