"ET_ID","Region_Nam","District_N","Ward_Name","region","district","ward"
366,"Kilimanjaro","Same","Kihurio","kilimanjaro","same","kihurio"
367,"Kilimanjaro","Same","Bendera","kilimanjaro","same","bendera"
368,"Kilimanjaro","Same","Myamba","kilimanjaro","same","myamba"
369,"Kilimanjaro","Same","Mpinji","kilimanjaro","same","mpinji"
370,"Kilimanjaro","Same","Bwambo","kilimanjaro","same","bwambo"
371,"Kilimanjaro","Same","Vunta","kilimanjaro","same","vunta"
372,"Kilimanjaro","Same","Chome","kilimanjaro","same","chome"
373,"Kilimanjaro","Same","Suji","kilimanjaro","same","suji"
374,"Kilimanjaro","Same","Makanya","kilimanjaro","same","makanya"
375,"Kilimanjaro","Same","Hedaru","kilimanjaro","same","hedaru"
376,"Kilimanjaro","Same","Kirangare","kilimanjaro","same","kirangare"
377,"Kilimanjaro","Same","Kisima","kilimanjaro","same","kisima"
378,"Kilimanjaro","Same","Stesheni","kilimanjaro","same","stesheni"
379,"Kilimanjaro","Same","Vumari","kilimanjaro","same","vumari"
380,"Kilimanjaro","Same","Mabilioni","kilimanjaro","same","mabilioni"
381,"Kilimanjaro","Same","Kalemawe","kilimanjaro","same","kalemawe"
382,"Kilimanjaro","Same","Lugulu","kilimanjaro","same","lugulu"
383,"Kilimanjaro","Moshi","Mwika Kusini","kilimanjaro","moshi","mwika.kusini"
384,"Kilimanjaro","Moshi","MwikaKaskazini","kilimanjaro","moshi","mwikakaskazini"
385,"Kilimanjaro","Moshi","Mamba Kaskazini","kilimanjaro","moshi","mamba.kaskazini"
386,"Kilimanjaro","Moshi","Mamba Kusini","kilimanjaro","moshi","mamba.kusini"
387,"Kilimanjaro","Moshi","Marangu Mashariki","kilimanjaro","moshi","marangu.mashariki"
388,"Kilimanjaro","Moshi","Marangu Magharibi","kilimanjaro","moshi","marangu.magharibi"
389,"Kilimanjaro","Moshi","Makuyuni","kilimanjaro","moshi","makuyuni"
390,"Kilimanjaro","Moshi","Kilema Kaskazini","kilimanjaro","moshi","kilema.kaskazini"
391,"Kilimanjaro","Moshi","Kilema Kusini","kilimanjaro","moshi","kilema.kusini"
392,"Kilimanjaro","Moshi","KiruaVunjo Mashariki","kilimanjaro","moshi","kiruavunjo.mashariki"
393,"Kilimanjaro","Moshi","KiruaVunjo Magharibi","kilimanjaro","moshi","kiruavunjo.magharibi"
394,"Kilimanjaro","Moshi","Kahe","kilimanjaro","moshi","kahe"
395,"Kilimanjaro","Moshi","Kahe Mashariki","kilimanjaro","moshi","kahe.mashariki"
396,"Kilimanjaro","Moshi","Old Moshi Mashariki","kilimanjaro","moshi","old.moshi.mashariki"
397,"Kilimanjaro","Moshi","Old Moshi Magharibi","kilimanjaro","moshi","old.moshi.magharibi"
398,"Kilimanjaro","Moshi","Mbokomu","kilimanjaro","moshi","mbokomu"
399,"Kilimanjaro","Moshi","Uru Mashariki","kilimanjaro","moshi","uru.mashariki"
400,"Kilimanjaro","Moshi","Uru Shimbwe","kilimanjaro","moshi","uru.shimbwe"
401,"Kilimanjaro","Moshi","Uru Kusini","kilimanjaro","moshi","uru.kusini"
402,"Kilimanjaro","Moshi","Uru Kaskazini","kilimanjaro","moshi","uru.kaskazini"
403,"Kilimanjaro","Moshi","Mabogini","kilimanjaro","moshi","mabogini"
404,"Kilimanjaro","Moshi","Arusha Chini","kilimanjaro","moshi","arusha.chini"
405,"Kilimanjaro","Moshi","Kibosho Mashariki","kilimanjaro","moshi","kibosho.mashariki"
406,"Kilimanjaro","Moshi","Kibosho Kati","kilimanjaro","moshi","kibosho.kati"
407,"Kilimanjaro","Moshi","Kibosho Magharibi","kilimanjaro","moshi","kibosho.magharibi"
408,"Kilimanjaro","Moshi","Kindi","kilimanjaro","moshi","kindi"
409,"Kilimanjaro","Moshi","KiruaVunjo Kusini","kilimanjaro","moshi","kiruavunjo.kusini"
410,"Kilimanjaro","Moshi","Kirima","kilimanjaro","moshi","kirima"
411,"Kilimanjaro","Moshi","Okaoni","kilimanjaro","moshi","okaoni"
412,"Kilimanjaro","Moshi","Kimochi","kilimanjaro","moshi","kimochi"
413,"Kilimanjaro","Moshi","Kilema Kati","kilimanjaro","moshi","kilema.kati"
414,"Kilimanjaro","Hai","Machame Mashariki","kilimanjaro","hai","machame.mashariki"
415,"Kilimanjaro","Hai","Machame Kusini","kilimanjaro","hai","machame.kusini"
416,"Kilimanjaro","Hai","Machame Kaskazini","kilimanjaro","hai","machame.kaskazini"
417,"Kilimanjaro","Hai","Machame Magharibi","kilimanjaro","hai","machame.magharibi"
418,"Kilimanjaro","Hai","Machame Uroki","kilimanjaro","hai","machame.uroki"
419,"Kilimanjaro","Hai","Masama Mashariki","kilimanjaro","hai","masama.mashariki"
420,"Kilimanjaro","Hai","Masama Magharibi","kilimanjaro","hai","masama.magharibi"
421,"Kilimanjaro","Hai","Masama Kusini","kilimanjaro","hai","masama.kusini"
422,"Kilimanjaro","Hai","Masama Rundugai","kilimanjaro","hai","masama.rundugai"
423,"Kilimanjaro","Hai","Hai Mjini","kilimanjaro","hai","hai.mjini"
424,"Kilimanjaro","Hai","Masama Kati","kilimanjaro","hai","masama.kati"
425,"Kilimanjaro","Hai","Machame Weruweru","kilimanjaro","hai","machame.weruweru"
426,"Kilimanjaro","Hai","KIA","kilimanjaro","hai","kia"
427,"Kilimanjaro","Hai","Machame Narumu","kilimanjaro","hai","machame.narumu"
428,"Kilimanjaro","Moshi Urban","Kilimanjaro","kilimanjaro","moshi.urban","kilimanjaro"
429,"Kilimanjaro","Moshi Urban","Njoro","kilimanjaro","moshi.urban","njoro"
430,"Kilimanjaro","Moshi Urban","Mji Mpya","kilimanjaro","moshi.urban","mji.mpya"
431,"Kilimanjaro","Moshi Urban","Majengo","kilimanjaro","moshi.urban","majengo"
432,"Kilimanjaro","Moshi Urban","Mawenzi","kilimanjaro","moshi.urban","mawenzi"
433,"Kilimanjaro","Moshi Urban","Rau","kilimanjaro","moshi.urban","rau"
434,"Kilimanjaro","Moshi Urban","Korongoni","kilimanjaro","moshi.urban","korongoni"
435,"Kilimanjaro","Moshi Urban","Kiusa","kilimanjaro","moshi.urban","kiusa"
436,"Kilimanjaro","Moshi Urban","Bondeni","kilimanjaro","moshi.urban","bondeni"
437,"Kilimanjaro","Moshi Urban","Pasua","kilimanjaro","moshi.urban","pasua"
438,"Kilimanjaro","Moshi Urban","Kaloleni","kilimanjaro","moshi.urban","kaloleni"
439,"Kilimanjaro","Moshi Urban","Kiboriloni","kilimanjaro","moshi.urban","kiboriloni"
440,"Kilimanjaro","Moshi Urban","Msaranga","kilimanjaro","moshi.urban","msaranga"
441,"Kilimanjaro","Moshi Urban","Karanga","kilimanjaro","moshi.urban","karanga"
442,"Kilimanjaro","Moshi Urban","Longuo B","kilimanjaro","moshi.urban","longuo.b"
443,"Kilimanjaro","Moshi Urban","Miembeni","kilimanjaro","moshi.urban","miembeni"
444,"Kilimanjaro","Moshi Urban","Mfumuni","kilimanjaro","moshi.urban","mfumuni"
445,"Kilimanjaro","Moshi Urban","Soweto","kilimanjaro","moshi.urban","soweto"
446,"Kilimanjaro","Moshi Urban","Boma Mbuzi","kilimanjaro","moshi.urban","boma.mbuzi"
447,"Kilimanjaro","Moshi Urban","Ng'ambo","kilimanjaro","moshi.urban","ng.ambo"
448,"Kilimanjaro","Moshi Urban","Shirimatunda","kilimanjaro","moshi.urban","shirimatunda"
449,"Kilimanjaro","Siha","Ndumeti","kilimanjaro","siha","ndumeti"
450,"Kilimanjaro","Siha","Ngarenairobi","kilimanjaro","siha","ngarenairobi"
451,"Kilimanjaro","Siha","Gararagua","kilimanjaro","siha","gararagua"
452,"Kilimanjaro","Siha","Sanya Juu","kilimanjaro","siha","sanya.juu"
453,"Kilimanjaro","Siha","Biriri","kilimanjaro","siha","biriri"
454,"Kilimanjaro","Siha","Makiwaru","kilimanjaro","siha","makiwaru"
455,"Kilimanjaro","Siha","Nasai","kilimanjaro","siha","nasai"
456,"Kilimanjaro","Siha","Livishi","kilimanjaro","siha","livishi"
457,"Kilimanjaro","Siha","Ivaeny","kilimanjaro","siha","ivaeny"
458,"Kilimanjaro","Siha","Kashisha","kilimanjaro","siha","kashisha"
459,"Kilimanjaro","Siha","Karansi","kilimanjaro","siha","karansi"
460,"Kilimanjaro","Siha","Olkolili","kilimanjaro","siha","olkolili"
461,"Tanga","Lushoto","Lushoto","tanga","lushoto","lushoto"
462,"Tanga","Lushoto","Gare","tanga","lushoto","gare"
463,"Tanga","Lushoto","Kwai","tanga","lushoto","kwai"
464,"Tanga","Lushoto","Ubiri","tanga","lushoto","ubiri"
465,"Tanga","Lushoto","Soni","tanga","lushoto","soni"
466,"Tanga","Lushoto","Vuga","tanga","lushoto","vuga"
467,"Tanga","Lushoto","Mponde","tanga","lushoto","mponde"
468,"Tanga","Lushoto","Mamba","tanga","lushoto","mamba"
469,"Tanga","Lushoto","Mbuzii","tanga","lushoto","mbuzii"
470,"Tanga","Lushoto","Tamota","tanga","lushoto","tamota"
471,"Tanga","Lushoto","Bumbuli","tanga","lushoto","bumbuli"
472,"Tanga","Lushoto","Funta","tanga","lushoto","funta"
473,"Tanga","Lushoto","Mayo","tanga","lushoto","mayo"
474,"Tanga","Lushoto","Baga","tanga","lushoto","baga"
475,"Tanga","Lushoto","Milingano","tanga","lushoto","milingano"
476,"Tanga","Lushoto","Mgwashi","tanga","lushoto","mgwashi"
477,"Tanga","Lushoto","Mtae","tanga","lushoto","mtae"
478,"Tanga","Lushoto","Sunga","tanga","lushoto","sunga"
479,"Tanga","Lushoto","Rangwi","tanga","lushoto","rangwi"
480,"Tanga","Lushoto","Mnazi","tanga","lushoto","mnazi"
481,"Tanga","Lushoto","Lunguza","tanga","lushoto","lunguza"
482,"Tanga","Lushoto","Mbaramo","tanga","lushoto","mbaramo"
483,"Tanga","Lushoto","Mng'aro","tanga","lushoto","mng.aro"
484,"Tanga","Lushoto","Mlalo","tanga","lushoto","mlalo"
485,"Tanga","Lushoto","Mwangoi","tanga","lushoto","mwangoi"
486,"Tanga","Lushoto","Shume","tanga","lushoto","shume"
487,"Tanga","Lushoto","Malindi","tanga","lushoto","malindi"
488,"Tanga","Lushoto","Hemtoye","tanga","lushoto","hemtoye"
489,"Tanga","Lushoto","Malibwi","tanga","lushoto","malibwi"
490,"Tanga","Lushoto","Mlola","tanga","lushoto","mlola"
491,"Tanga","Lushoto","Makanya","tanga","lushoto","makanya"
492,"Tanga","Lushoto","Ngwelo","tanga","lushoto","ngwelo"
493,"Tanga","Lushoto","Kilole","tanga","lushoto","kilole"
494,"Tanga","Lushoto","Kwekanga","tanga","lushoto","kwekanga"
495,"Tanga","Lushoto","Lukozi","tanga","lushoto","lukozi"
496,"Tanga","Lushoto","Manolo","tanga","lushoto","manolo"
497,"Tanga","Lushoto","Dule ""M""","tanga","lushoto","dule.m"
498,"Tanga","Lushoto","Kwemshasha","tanga","lushoto","kwemshasha"
499,"Tanga","Lushoto","Nkongoi","tanga","lushoto","nkongoi"
500,"Tanga","Lushoto","Dule ""B""","tanga","lushoto","dule.b"
501,"Tanga","Lushoto","Maheza ngulu","tanga","lushoto","maheza.ngulu"
502,"Tanga","Lushoto","Usambara","tanga","lushoto","usambara"
503,"Tanga","Lushoto","Ngulwi","tanga","lushoto","ngulwi"
504,"Tanga","Lushoto","Kwemashai","tanga","lushoto","kwemashai"
505,"Tanga","Korogwe","Mashewa","tanga","korogwe","mashewa"
506,"Tanga","Korogwe","Kizara","tanga","korogwe","kizara"
507,"Tanga","Korogwe","Magoma","tanga","korogwe","magoma"
508,"Tanga","Korogwe","Kerenge","tanga","korogwe","kerenge"
509,"Tanga","Korogwe","Kwagunda","tanga","korogwe","kwagunda"
510,"Tanga","Korogwe","Mnyuzi","tanga","korogwe","mnyuzi"
511,"Tanga","Korogwe","Vugiri","tanga","korogwe","vugiri"
512,"Tanga","Korogwe","Dindira","tanga","korogwe","dindira"
513,"Tanga","Korogwe","Bungu","tanga","korogwe","bungu"
514,"Tanga","Korogwe","Lutindi","tanga","korogwe","lutindi"
515,"Tanga","Korogwe","Makuyuni","tanga","korogwe","makuyuni"
516,"Tanga","Korogwe","Chekelei","tanga","korogwe","chekelei"
517,"Tanga","Korogwe","Mombo","tanga","korogwe","mombo"
518,"Tanga","Korogwe","Mkalamo","tanga","korogwe","mkalamo"
519,"Tanga","Korogwe","Mkomazi","tanga","korogwe","mkomazi"
520,"Tanga","Korogwe","Kwashemshi","tanga","korogwe","kwashemshi"
521,"Tanga","Korogwe","Mpale","tanga","korogwe","mpale"
522,"Tanga","Korogwe","Mswaha","tanga","korogwe","mswaha"
523,"Tanga","Korogwe","Magamba Kwalukonge","tanga","korogwe","magamba.kwalukonge"
524,"Tanga","Muheza","Misozwe","tanga","muheza","misozwe"
525,"Tanga","Muheza","Pande Darajani","tanga","muheza","pande.darajani"
526,"Tanga","Muheza","Ngomeni","tanga","muheza","ngomeni"
527,"Tanga","Muheza","Kigombe","tanga","muheza","kigombe"
528,"Tanga","Muheza","Lusanga","tanga","muheza","lusanga"
529,"Tanga","Muheza","Kicheba","tanga","muheza","kicheba"
530,"Tanga","Muheza","Magoroto","tanga","muheza","magoroto"
531,"Tanga","Muheza","Magila","tanga","muheza","magila"
532,"Tanga","Muheza","Mbaramo","tanga","muheza","mbaramo"
533,"Tanga","Muheza","Majengo","tanga","muheza","majengo"
534,"Tanga","Muheza","Masuguru","tanga","muheza","masuguru"
535,"Tanga","Muheza","Tingeni","tanga","muheza","tingeni"
536,"Tanga","Muheza","Kilulu","tanga","muheza","kilulu"
537,"Tanga","Muheza","Mkuzi","tanga","muheza","mkuzi"
538,"Tanga","Muheza","Mtindiro","tanga","muheza","mtindiro"
539,"Tanga","Muheza","Kwafungo","tanga","muheza","kwafungo"
540,"Tanga","Muheza","Songa","tanga","muheza","songa"
541,"Tanga","Muheza","Bwembwera","tanga","muheza","bwembwera"
542,"Tanga","Muheza","Potwe","tanga","muheza","potwe"
543,"Tanga","Muheza","Nkumba","tanga","muheza","nkumba"
544,"Tanga","Muheza","Kisiwani","tanga","muheza","kisiwani"
545,"Tanga","Muheza","Misalai","tanga","muheza","misalai"
546,"Tanga","Muheza","Zirai","tanga","muheza","zirai"
547,"Tanga","Muheza","Mbomole","tanga","muheza","mbomole"
548,"Tanga","Muheza","Amani","tanga","muheza","amani"
549,"Tanga","Muheza","Tongwe","tanga","muheza","tongwe"
550,"Tanga","Muheza","Mhamba","tanga","muheza","mhamba"
551,"Tanga","Muheza","Kwakifua","tanga","muheza","kwakifua"
552,"Tanga","Muheza","Kwemkabala","tanga","muheza","kwemkabala"
553,"Tanga","Muheza","Genge","tanga","muheza","genge"
554,"Tanga","Muheza","Tanganyika","tanga","muheza","tanganyika"
555,"Tanga","Muheza","Mpapayu","tanga","muheza","mpapayu"
556,"Tanga","Muheza","Mlingano","tanga","muheza","mlingano"
557,"Tanga","Tanga Urban","Central","tanga","tanga.urban","central"
558,"Tanga","Tanga Urban","Majengo","tanga","tanga.urban","majengo"
559,"Tanga","Tanga Urban","Nguvumali","tanga","tanga.urban","nguvumali"
560,"Tanga","Tanga Urban","Chumbageni","tanga","tanga.urban","chumbageni"
561,"Tanga","Tanga Urban","Ngamiani Kaskazini","tanga","tanga.urban","ngamiani.kaskazini"
562,"Tanga","Tanga Urban","Ngamiani Kati","tanga","tanga.urban","ngamiani.kati"
563,"Tanga","Tanga Urban","Ngamiani Kusini","tanga","tanga.urban","ngamiani.kusini"
564,"Tanga","Tanga Urban","Usagara","tanga","tanga.urban","usagara"
565,"Tanga","Tanga Urban","Makorora","tanga","tanga.urban","makorora"
566,"Tanga","Tanga Urban","Mzingani","tanga","tanga.urban","mzingani"
567,"Tanga","Tanga Urban","Msambweni","tanga","tanga.urban","msambweni"
568,"Tanga","Tanga Urban","Mwanzange","tanga","tanga.urban","mwanzange"
569,"Tanga","Tanga Urban","Tangasisi","tanga","tanga.urban","tangasisi"
570,"Tanga","Tanga Urban","Mabawa","tanga","tanga.urban","mabawa"
571,"Tanga","Tanga Urban","Tongoni","tanga","tanga.urban","tongoni"
572,"Tanga","Tanga Urban","Marungu","tanga","tanga.urban","marungu"
573,"Tanga","Tanga Urban","Pongwe","tanga","tanga.urban","pongwe"
574,"Tanga","Tanga Urban","Maweni","tanga","tanga.urban","maweni"
575,"Tanga","Tanga Urban","Duga","tanga","tanga.urban","duga"
576,"Tanga","Tanga Urban","Mzizima","tanga","tanga.urban","mzizima"
577,"Tanga","Tanga Urban","Mabokweni","tanga","tanga.urban","mabokweni"
578,"Tanga","Tanga Urban","Kirare","tanga","tanga.urban","kirare"
579,"Tanga","Tanga Urban","Kiomoni","tanga","tanga.urban","kiomoni"
580,"Tanga","Tanga Urban","Chongoleani","tanga","tanga.urban","chongoleani"
581,"Tanga","Pangani","Pangani Mashariki","tanga","pangani","pangani.mashariki"
582,"Tanga","Pangani","Pangani Magharibi","tanga","pangani","pangani.magharibi"
583,"Tanga","Pangani","Bweni","tanga","pangani","bweni"
584,"Tanga","Pangani","Madanga","tanga","pangani","madanga"
585,"Tanga","Pangani","Kimang'a","tanga","pangani","kimang.a"
586,"Tanga","Pangani","Bushiri","tanga","pangani","bushiri"
587,"Tanga","Pangani","Mwera","tanga","pangani","mwera"
588,"Tanga","Pangani","Tungamaa","tanga","pangani","tungamaa"
589,"Tanga","Pangani","Kipumbwi","tanga","pangani","kipumbwi"
590,"Tanga","Pangani","Mikunguni","tanga","pangani","mikunguni"
591,"Tanga","Pangani","Ubangaa","tanga","pangani","ubangaa"
592,"Tanga","Pangani","Mkwaja","tanga","pangani","mkwaja"
593,"Tanga","Pangani","Mkalamo","tanga","pangani","mkalamo"
594,"Tanga","Handeni","Segera","tanga","handeni","segera"
595,"Tanga","Handeni","Ndolwa","tanga","handeni","ndolwa"
596,"Tanga","Handeni","Mazingara","tanga","handeni","mazingara"
597,"Tanga","Handeni","Kwamsisi","tanga","handeni","kwamsisi"
598,"Tanga","Handeni","Kwasunga","tanga","handeni","kwasunga"
599,"Tanga","Handeni","Kwaluguru","tanga","handeni","kwaluguru"
600,"Tanga","Handeni","Kang'ata","tanga","handeni","kang.ata"
601,"Tanga","Handeni","Kwamkonje","tanga","handeni","kwamkonje"
602,"Tanga","Handeni","Kwachaga","tanga","handeni","kwachaga"
603,"Tanga","Handeni","Sindeni","tanga","handeni","sindeni"
604,"Tanga","Handeni","Misima","tanga","handeni","misima"
605,"Tanga","Handeni","Kiva","tanga","handeni","kiva"
606,"Tanga","Handeni","Kabuku","tanga","handeni","kabuku"
607,"Tanga","Handeni","Kwamatuku","tanga","handeni","kwamatuku"
608,"Tanga","Handeni","Kwedizinga","tanga","handeni","kwedizinga"
609,"Tanga","Handeni","Mgambo","tanga","handeni","mgambo"
610,"Tanga","Handeni","Komkonga","tanga","handeni","komkonga"
611,"Tanga","Handeni","Mkata","tanga","handeni","mkata"
612,"Tanga","Handeni","Kabuku ndani","tanga","handeni","kabuku.ndani"
613,"Tanga","Handeni","Kwamgwe","tanga","handeni","kwamgwe"
614,"Tanga","Kilindi","Lwande","tanga","kilindi","lwande"
615,"Tanga","Kilindi","Kikunde","tanga","kilindi","kikunde"
616,"Tanga","Kilindi","Songe","tanga","kilindi","songe"
617,"Tanga","Kilindi","Pagwi","tanga","kilindi","pagwi"
618,"Tanga","Kilindi","Masagalu","tanga","kilindi","masagalu"
619,"Tanga","Kilindi","Kimbe","tanga","kilindi","kimbe"
620,"Tanga","Kilindi","Kilindi","tanga","kilindi","kilindi"
621,"Tanga","Kilindi","Negero","tanga","kilindi","negero"
622,"Tanga","Kilindi","Mkindi","tanga","kilindi","mkindi"
623,"Tanga","Kilindi","Mvungwe","tanga","kilindi","mvungwe"
624,"Tanga","Kilindi","Kwediboma","tanga","kilindi","kwediboma"
625,"Tanga","Kilindi","Saunyi","tanga","kilindi","saunyi"
626,"Tanga","Kilindi","Jaila","tanga","kilindi","jaila"
627,"Tanga","Kilindi","Msanja","tanga","kilindi","msanja"
628,"Tanga","Kilindi","Kisangasa","tanga","kilindi","kisangasa"
629,"Tanga","Kilindi","Mabalanga","tanga","kilindi","mabalanga"
630,"Tanga","Kilindi","Kibirashi","tanga","kilindi","kibirashi"
631,"Tanga","Kilindi","Kilwa","tanga","kilindi","kilwa"
632,"Tanga","Kilindi","Tunguli","tanga","kilindi","tunguli"
633,"Tanga","Kilindi","Kwekivu","tanga","kilindi","kwekivu"
634,"Tanga","Mkinga","Mwakijembe","tanga","mkinga","mwakijembe"
635,"Tanga","Mkinga","Mkinga","tanga","mkinga","mkinga"
636,"Tanga","Mkinga","Duga","tanga","mkinga","duga"
637,"Tanga","Mkinga","Moa","tanga","mkinga","moa"
638,"Tanga","Mkinga","Manza","tanga","mkinga","manza"
639,"Tanga","Mkinga","Kwale","tanga","mkinga","kwale"
640,"Tanga","Mkinga","Mtimbwani","tanga","mkinga","mtimbwani"
641,"Tanga","Mkinga","Gombero","tanga","mkinga","gombero"
642,"Tanga","Mkinga","Mhinduro","tanga","mkinga","mhinduro"
643,"Tanga","Mkinga","Maramba","tanga","mkinga","maramba"
644,"Tanga","Mkinga","Kigongoi","tanga","mkinga","kigongoi"
645,"Tanga","Mkinga","Daluni","tanga","mkinga","daluni"
646,"Tanga","Mkinga","Bosha","tanga","mkinga","bosha"
647,"Tanga","Mkinga","Mapatano","tanga","mkinga","mapatano"
648,"Tanga","Mkinga","Bwiti","tanga","mkinga","bwiti"
649,"Tanga","Mkinga","Mnyenzani","tanga","mkinga","mnyenzani"
650,"Tanga","Mkinga","Doda","tanga","mkinga","doda"
651,"Tanga","Mkinga","Boma","tanga","mkinga","boma"
652,"Tanga","Mkinga","Parungu Kasera","tanga","mkinga","parungu.kasera"
653,"Tanga","Mkinga","Mayomboni","tanga","mkinga","mayomboni"
654,"Tanga","Mkinga","Sigaya","tanga","mkinga","sigaya"
655,"Tanga","Korogwe Township Authority","Ngombezi","tanga","korogwe.township.authority","ngombezi"
656,"Tanga","Korogwe Township Authority","Mtonga","tanga","korogwe.township.authority","mtonga"
657,"Tanga","Korogwe Township Authority","Magunga","tanga","korogwe.township.authority","magunga"
658,"Tanga","Korogwe Township Authority","Kwamndolwa","tanga","korogwe.township.authority","kwamndolwa"
659,"Tanga","Korogwe Township Authority","Old Korogwe","tanga","korogwe.township.authority","old.korogwe"
660,"Tanga","Korogwe Township Authority","Manundu","tanga","korogwe.township.authority","manundu"
661,"Tanga","Korogwe Township Authority","Kilole","tanga","korogwe.township.authority","kilole"
662,"Tanga","Korogwe Township Authority","Kwamsisi","tanga","korogwe.township.authority","kwamsisi"
663,"Tanga","Handeni Mji","Malezi","tanga","handeni.mji","malezi"
664,"Tanga","Handeni Mji","Kwenjugo","tanga","handeni.mji","kwenjugo"
665,"Tanga","Handeni Mji","Mabanda","tanga","handeni.mji","mabanda"
666,"Tanga","Handeni Mji","Konje","tanga","handeni.mji","konje"
667,"Tanga","Handeni Mji","Mlimani","tanga","handeni.mji","mlimani"
668,"Tanga","Handeni Mji","Msasa","tanga","handeni.mji","msasa"
669,"Tanga","Handeni Mji","Kideleko","tanga","handeni.mji","kideleko"
670,"Tanga","Handeni Mji","Kwamagome","tanga","handeni.mji","kwamagome"
671,"Tanga","Handeni Mji","Vibaoni","tanga","handeni.mji","vibaoni"
672,"Tanga","Handeni Mji","Chanika","tanga","handeni.mji","chanika"
673,"Tanga","Handeni Mji","Mdoe","tanga","handeni.mji","mdoe"
674,"Tanga","Handeni Mji","Kwediyamba","tanga","handeni.mji","kwediyamba"
675,"Morogoro","Kilosa","Mabula","morogoro","kilosa","mabula"
676,"Morogoro","Kilosa","Maguha","morogoro","kilosa","maguha"
677,"Morogoro","Kilosa","Berega","morogoro","kilosa","berega"
678,"Morogoro","Kilosa","Magubike","morogoro","kilosa","magubike"
679,"Morogoro","Kilosa","Mamboya","morogoro","kilosa","mamboya"
680,"Morogoro","Kilosa","Dumila","morogoro","kilosa","dumila"
681,"Morogoro","Kilosa","Magole","morogoro","kilosa","magole"
682,"Morogoro","Kilosa","Msowero","morogoro","kilosa","msowero"
683,"Morogoro","Kilosa","Rudewa","morogoro","kilosa","rudewa"
684,"Morogoro","Kilosa","Chanzulu","morogoro","kilosa","chanzulu"
685,"Morogoro","Kilosa","Kimamba 'A'","morogoro","kilosa","kimamba.a"
686,"Morogoro","Kilosa","Kimamba ' B '","morogoro","kilosa","kimamba.b"
