"fid.see.mrktc.generalinfo.","unique.row.id.see.mrktc.generalinfo.","unique.row.id","1.what.are.the.activities.that.you.are.doing.in.this.market.today.","if.other.specify.5","type.of.place.see.mrktc.lkpsell.placetype.","if.other.specify","name.of.place.8","ward.9","district.10","3.what.is.your.main.reason.for.selling.these.sheep.and.or.goats.","if.other.specify.12","4.how.were.sheep.goats.transported.to.the.market.see.mrktc.lkpsell.trans.","if.other.specify.14","5.do.you.also.sell.other.animal.species.apart.from.sheep.and.goats.","if.yes.out.of.all.the.species.that.you.sell.which.species.do.you.sell.the.most.","if.other.specify.17","will.you.transport.the.sheep.goats.you.are.buying.today.","type.of.place.see.mrktc.lkpplacetype.","if.other.specify.20","name.of.place.21","ward.22","district.23","7.what.is.your.main.reason.for.buying.these.small.ruminants.","if.other.specify.25","8.how.will.you.transport.these.small.ruminants.that.you.are.buying.see.mrktc.lkpsell.trans.","if.other.specify.27","9.what.criteria.do.you.use.to.decide.which.small.ruminants.to.buy.","if.other.specify.29","10.what.other.species.of.animals.do.you.buy.apart.from.sheep.and.goats.","if.other.specify.31","11.if.the.prices.of.sheep.and.goats.increase.for.some.reason.e.g.a.shortage.of.animals.due.to.disease.will.you.still.buy.them.","if.no.which.other.species.will.you.consider.instead.","if.other.specify.34","if.yes.how.much.of.an.increase.in.the.current.price.of.sheep.and.goat.unit.price.of.live.animal.will.cause.you.to.change.your.purchasing.behaviour.to.another.animal.species","12.how.many.times.in.a.month.do.you.buy.or.sell.sheep.and.or.goats.in.this.market.","unique.row.identifier.uuid."
1145593,1,1,"3",NA,3,NA,"Kigwe","Kigwe","Bahi","1",NA,-66,"Wamefikishwa na wafugaji toka sehemu tofauti tofauti",0,NA,NA,1,3,NA,"Kigwe","Kigwe","Bahi","1",NA,2,NA,"1 3 2",NA,NA,NA,0,NA,NA,NA,4,"295ea3f4-dc16-11ec-9416-9440c9ab47f0"
1145594,1,1,"3",NA,3,NA,"Kigwe","Kigwe","Bahi","1 2",NA,NA,NA,0,NA,NA,1,1,NA,"Kibaha","Soga","Kibaha","1",NA,2,NA,"1 2 3",NA,NA,NA,0,NA,NA,NA,10,"28988b6c-dc16-11ec-9416-9440c9ab47f0"
1145595,1,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,"Chikola","Chikola","Bahi","5",NA,1,NA,"1 2 3",NA,NA,NA,0,NA,NA,NA,1,"240014b3-dc16-11ec-9416-9440c9ab47f0"
1145596,1,1,"3",NA,3,NA,"Kigwe","Kigwe","Bahi","1",NA,2,NA,1,NA,NA,1,2,NA,"Kibaha","Soga","Kibaha","1",NA,2,NA,"1 3",NA,"1",NA,0,"1",NA,NA,4,"2112e08d-dc16-11ec-9416-9440c9ab47f0"
1145597,1,1,"3",NA,3,NA,"Kigwe","Kigwe","Bahi","1",NA,2,NA,0,NA,NA,1,3,NA,"Kibaha",NA,"Kibaha","1",NA,2,NA,"5 1 2",NA,NA,NA,0,NA,NA,NA,24,"2db75f21-dc16-11ec-9416-9440c9ab47f0"
1145598,1,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,"Msembeta","Chigongwe","Dodoma mjini","5",NA,1,NA,"1 3 2",NA,NA,NA,0,NA,NA,NA,1,"22109728-dc16-11ec-9416-9440c9ab47f0"
1145599,1,1,"1",NA,1,NA,"Makanda","Makanda","Manyoni","3 2",NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2fc31365-dc16-11ec-9416-9440c9ab47f0"
1145623,1,1,"3",NA,1,NA,"Kigwe","Kigwe","Bahi","1",NA,-66,"Nimewakuta hapa mnadani",0,NA,NA,1,2,NA,"Dodoma mjini","Kizota","Dodoma mjini","6",NA,2,NA,"1 3",NA,"-66","Sinunui wanyama wengine",0,"-66","Sitanunua",NA,1,"3d5ac7cc-dc0e-11ec-9416-9440c9ab47f0"
1145624,1,1,"1",NA,1,NA,"Chigongwe","Chigongwe","Dodoma mjini","2",NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"411d0ff3-dc0e-11ec-9416-9440c9ab47f0"
1145625,1,1,"1",NA,1,NA,"Mpinga","Mpinga","Bahi","2",NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"484e065a-dc0e-11ec-9416-9440c9ab47f0"
1145626,1,1,"3",NA,1,NA,"Kigwe","Kigwe","Bahi","1",NA,-66,"Nimewanunua hapahapa mnadani",1,"1",NA,0,NA,NA,NA,NA,NA,"1",NA,-66,"Nauza hapahapa mnadani","1 3 2",NA,"1",NA,1,NA,NA,NA,2,"397408a5-dc0e-11ec-9416-9440c9ab47f0"
1145627,1,1,"3",NA,1,NA,"Kigwe","Kigwe","Bahi","1",NA,-66,"Nimewanunua hapa mnadani",0,NA,NA,1,2,NA,"Pugu","Pugu","Kibaha","1",NA,2,NA,"1 3",NA,"-66","Hakuna",1,NA,NA,NA,2,"46e5aaf7-dc0e-11ec-9416-9440c9ab47f0"
1145628,1,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,"Mzogole","Mpinga","Bahi","5",NA,1,NA,"5 1 3",NA,"1",NA,1,NA,NA,80000,3,"44f0f786-dc0e-11ec-9416-9440c9ab47f0"
1145629,1,1,"3",NA,1,NA,"Kigwe","Kigwe","Bahi","1",NA,-66,"Nimewanunua hapahapa mnadani",0,NA,NA,1,3,NA,"Pugu","Pugu","Kibaha","1",NA,2,NA,"1 3 2",NA,"-66","Hakuna",0,"-66","Sitanunua mifugo wengine",NA,1,"4060bb8e-dc0e-11ec-9416-9440c9ab47f0"
1145630,1,1,"2",NA,1,NA,"Kigwe","Kigwe","Bahi","1",NA,1,NA,0,NA,NA,0,NA,NA,NA,NA,NA,"1",NA,-66,"Sisafirishi nauza hapahapa mnadani","1 2 3",NA,"-66","Hakuna",1,NA,NA,NA,2,"437b44bb-dc0e-11ec-9416-9440c9ab47f0"
1145631,1,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,"Msembeta","Msembeta","Dodoma mjini","5",NA,-66,"Bodaboda","1 3",NA,"-66","Sinunui",0,"-66","Sitanunua",NA,1,"38bbd38b-dc0e-11ec-9416-9440c9ab47f0"
1145632,1,1,"2",NA,1,NA,"Kigwe","Kigwe","Bahi","1",NA,1,NA,1,"1",NA,0,NA,NA,NA,NA,NA,"1",NA,-66,"Sisafirishi nauza hapahapa mnadani","1 3",NA,"-66","Hamna",1,NA,NA,NA,2,"4469ac00-dc0e-11ec-9416-9440c9ab47f0"
1145635,1,1,"2",NA,1,NA,"Kigwe","Kigwe","Bahi","1",NA,-66,"Nimenunua hapahapa mnadani kwa mfugaji",0,NA,NA,0,NA,NA,NA,NA,NA,"1",NA,-66,"Sisafirishi nauza hapahapa mnadani","1 3",NA,"-66","Hakuna",1,NA,NA,NA,1,"3650b3e3-dc0e-11ec-9416-9440c9ab47f0"
1145636,1,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"6",NA,1,NA,"-66","Kanenepa na uzito tu",NA,NA,1,NA,NA,2e+05,4,"400999fe-dc0e-11ec-9416-9440c9ab47f0"
1145637,1,1,"2",NA,3,NA,"Kigwe","Kigwe","Bahi","2",NA,-66,"Nanunua na kuwauzia watu hapa",0,NA,NA,0,NA,NA,NA,NA,NA,"-66 1","Nanunua na kuwauzia wengine kwa bei tofauti na niliyonunua",-66,"Kazi yangu ninanunua na kuuza kwa matajiri hivyo naludi bila mfugo wowote","-66","Uzito wa mbuzi au kondoo ndipo tunamchukua4",NA,NA,NA,NA,NA,NA,4,"395a2c68-dc0e-11ec-9416-9440c9ab47f0"
1145638,1,1,"2",NA,1,NA,"Kisasa","Makuru","Bahi","2",NA,-66,"Nanunua na kuwauza hela napata nkwa bosi ninayemkusanyia",0,NA,NA,1,2,NA,"Dar es salaam",NA,NA,"1",NA,2,NA,"-66","Uzito",NA,NA,1,NA,NA,2e+05,1,"4586d72e-dc0e-11ec-9416-9440c9ab47f0"
1145639,1,1,"1",NA,1,NA,"Lugala","Mbalaawala","Bahi","1",NA,1,NA,1,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3fcaa38b-dc0e-11ec-9416-9440c9ab47f0"
1145640,1,1,"3",NA,1,NA,"Mbalawawala","Mbalawala","Bahi","2",NA,1,NA,0,NA,NA,0,NA,NA,NA,NA,NA,"5",NA,1,NA,"-66","Namwangalia kama ana mafuta ya kutosha lakini kama ni kuchinja na kama ni kuuza naangalia uzito na ukubwa","1",NA,0,"1",NA,NA,4,"3865cfcb-dc0e-11ec-9416-9440c9ab47f0"
1145641,1,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,"Ibihwa","Ibihwa","Bahi","2",NA,1,NA,"4 5",NA,"-66","Hapana",1,NA,NA,1e+05,4,"3bb3fc50-dc0e-11ec-9416-9440c9ab47f0"
1145642,1,1,"3",NA,1,NA,"Ibihwa","Ibihwa","Bahi","6",NA,1,NA,0,NA,NA,1,1,NA,"Ibihwa","Ibihwa","Bahi","2",NA,1,NA,"-66","Naangali uzuri wa mbuzi 4","1",NA,NA,NA,NA,NA,4,"48185f62-dc0e-11ec-9416-9440c9ab47f0"
1145643,1,1,"1",NA,1,NA,"Nkulugano","Chikola","Bahi","2",NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3cb0b136-dc0e-11ec-9416-9440c9ab47f0"
1145644,1,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,"Kigwe","Kigwe","Bahi","6",NA,1,NA,"1 6",NA,NA,NA,0,NA,NA,NA,4,"4443a89b-dc0e-11ec-9416-9440c9ab47f0"
1145645,1,1,"3",NA,3,NA,"Kigwe","Kigwe","Bahi","2",NA,-66,"Nanunua na kuuza hivyo sirudi na mfugo wowote ule",0,NA,NA,0,NA,NA,NA,NA,NA,"1",NA,-66,"Nanunua tu na na wauza narudi pasipo kuwa na mfugo wowote","3",NA,NA,NA,0,NA,NA,NA,NA,"46b7290c-dc0e-11ec-9416-9440c9ab47f0"
1145646,1,1,"1",NA,1,NA,"Chimendeli",NA,"Bahi","1",NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37dc7600-dc0e-11ec-9416-9440c9ab47f0"
1145647,1,1,"3",NA,3,NA,"Kigwe","Kigwe","Bahi","1",NA,-66,"Nanunua na kuuza tu hapa mnadani nyumbani narudi na chakula na pesa sio mifugo",0,NA,NA,0,NA,NA,NA,NA,NA,"1",NA,2,NA,"-66","Uzito na uzuri wa mbuzi",NA,NA,1,NA,NA,2e+05,4,"3b639f26-dc0e-11ec-9416-9440c9ab47f0"
1145648,1,1,"1",NA,1,NA,"Mpinga","Kigwe","Bahi","2",NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43be22d6-dc0e-11ec-9416-9440c9ab47f0"
1145649,1,1,"1",NA,1,NA,"Mpinga","Kigwe","Kigwe","2",NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3913c4dd-dc0e-11ec-9416-9440c9ab47f0"
1145650,1,1,"1",NA,1,NA,"Chimendeli",NA,"Bahi","6",NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48047d62-dc0e-11ec-9416-9440c9ab47f0"
1145651,1,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,"Dodoma","Nala","Dodoma mjini","5",NA,2,NA,"1 2 3 4",NA,"4",NA,0,"4",NA,NA,NA,"3be98545-dc0e-11ec-9416-9440c9ab47f0"
1145652,1,1,"2",NA,3,NA,"Kigwe","Kigwe","Bahi","1",NA,-66,"Sisafirishi  nauzia wafanyabiashara wakubwa",0,NA,NA,0,NA,NA,NA,NA,NA,"1",NA,-66,"Sisafirishi","1 2 3 4",NA,NA,NA,NA,NA,NA,NA,NA,"410c24d0-dc0e-11ec-9416-9440c9ab47f0"
1145653,1,1,"1",NA,1,NA,"Ilindi","Ilindi","Bahi","2",NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3cc6d4d1-dc0e-11ec-9416-9440c9ab47f0"
1145654,1,1,"2",NA,1,NA,"Nala","Nala","Dodoma mjini","1",NA,1,NA,0,NA,NA,0,NA,NA,NA,NA,NA,"1",NA,-66,"Sisafirishi","1 2 3 4",NA,"-66","Hapana",0,"-66","Hapana",NA,2,"417386d9-dc0e-11ec-9416-9440c9ab47f0"
1145655,1,1,"1",NA,1,NA,"Kigwe","Kigwe","Bahi","2",NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3aa0357a-dc0e-11ec-9416-9440c9ab47f0"
1145656,1,1,"1",NA,1,NA,"Kigwe","Kigwe","Bahi","2",NA,1,NA,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3efa6961-dc0e-11ec-9416-9440c9ab47f0"
1145657,1,1,"1",NA,1,NA,"Bahi","Bahi","Bahi","2",NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3e7ba5dc-dc0e-11ec-9416-9440c9ab47f0"
1145658,1,1,"1",NA,1,NA,"Kigwe","Kigwe","Bahi","2 3 4",NA,1,NA,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4308918f-dc0e-11ec-9416-9440c9ab47f0"
1145659,1,1,"2",NA,3,NA,"Kigwe","Kigwe","Bahi","1",NA,-66,"Nimewakuta  hapa hapa mnadani nanua nauzia wafanya biashara wakubwa wanaotoka mjini",0,NA,NA,0,NA,NA,NA,NA,NA,"1",NA,-66,"Sisafirishi mimi ni dalali tu","1 2 3 4",NA,NA,NA,0,"4",NA,NA,2,"47dd0038-dc0e-11ec-9416-9440c9ab47f0"
1145660,1,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,"Ilindi","Ilindi","Bahi","5",NA,-66,"Pikipiki","4 2 3",NA,"4",NA,0,"4",NA,NA,0,"3c1c9156-dc0e-11ec-9416-9440c9ab47f0"
1145661,1,1,"1",NA,1,NA,"Nala","Nala","Dodoma","2 3 4",NA,2,NA,1,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42d85b24-dc0e-11ec-9416-9440c9ab47f0"
1145662,1,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,"Msembeta","Kigwe","Bahi","5",NA,1,NA,"2 3 4",NA,"4 1",NA,0,"4",NA,NA,0,"41badc4c-dc0e-11ec-9416-9440c9ab47f0"
1145663,1,1,"3",NA,3,NA,"Ibihwa","Ibihwa","Bahi","1",NA,2,NA,0,NA,NA,1,-66,"Napeleka mnada mwingine unaofuataa","Dodoma",NA,"Chamwino, Bahi","1",NA,2,NA,"1 3 4 5 2",NA,"-66","Hapana",1,NA,NA,5e+05,2,"366864b2-dc0e-11ec-9416-9440c9ab47f0"
1145664,1,1,"1",NA,1,NA,"Mpinga","Kigwe","Bahi","2",NA,1,NA,1,"1 4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40b3682f-dc0e-11ec-9416-9440c9ab47f0"
1145665,1,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,"Msembeta","Msembeta","Dodoma","5",NA,1,NA,"3 2 4",NA,"1",NA,0,"4",NA,NA,0,"3d101b12-dc0e-11ec-9416-9440c9ab47f0"
1146621,1,1,"3",NA,3,NA,"Lalago","Lalago","Maswa","2 4",NA,1,NA,0,NA,NA,1,3,NA,"Lalago","Lalago","Maswa","6",NA,1,NA,"2 3 -66","Hakuna","-66",NA,1,NA,NA,15000,4,"4291cc7a-dc0e-11ec-9416-9440c9ab47f0"
1146622,1,1,"1",NA,3,NA,"Lalago","Lalago","Maswa","2 4 3 5",NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"361b1161-dc0e-11ec-9416-9440c9ab47f0"
1146623,1,1,"1",NA,1,NA,"Mwandoya","Mwandoya","Meatu","2 4",NA,1,NA,1,"-66","Hakuna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45265f51-dc0e-11ec-9416-9440c9ab47f0"
1146624,1,1,"2",NA,1,NA,"Lalago","Lalago","Maswa","2 4",NA,1,NA,1,"1",NA,1,3,NA,"Lalago","Lalago","Maswa","1",NA,1,NA,"1 2",NA,"1",NA,1,NA,NA,10000,4,"36c5110a-dc0e-11ec-9416-9440c9ab47f0"
1146625,1,1,"1",NA,1,NA,"Mwakidiga","Lalago","Maswa","2 4",NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3f3e6334-dc0e-11ec-9416-9440c9ab47f0"
1146626,1,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,"Lalago","Lalago","Maswa","5",NA,1,NA,"1 2",NA,NA,NA,1,NA,NA,10000,4,"409ddb0e-dc0e-11ec-9416-9440c9ab47f0"
1146627,1,1,"2",NA,1,NA,"Mwakidiga","Lalago","Maswa","1",NA,1,NA,1,NA,NA,1,3,NA,"Lalago","Lalago","Maswa","1",NA,1,NA,"1 2",NA,NA,NA,NA,NA,NA,NA,NA,"3f85560f-dc0e-11ec-9416-9440c9ab47f0"
1146628,1,1,"1 2",NA,1,NA,"Mbalagani","Mbalagani","Maswa","1",NA,1,NA,1,"1",NA,1,1,NA,"Nyumbani. Mnadani","Mnadani","Maswa",NA,NA,1,NA,"1 2",NA,"1",NA,NA,NA,NA,NA,NA,"3a5c7589-dc0e-11ec-9416-9440c9ab47f0"
1146629,1,1,"3",NA,1,NA,"Sulu","Mbalagane","Maswa","1",NA,1,NA,1,NA,NA,1,3,NA,"Lalago","Lalago","Mawsa","1",NA,1,NA,"1 2",NA,NA,NA,NA,NA,NA,NA,NA,"465bcd83-dc0e-11ec-9416-9440c9ab47f0"
1146630,1,1,"1",NA,1,NA,"Sulu","Mbalagane","Maswa","2 4",NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3f7747f8-dc0e-11ec-9416-9440c9ab47f0"
1146631,1,1,"1",NA,1,NA,"Sulu","Mbalagani","Maswa","2 4",NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3b59d5a1-dc0e-11ec-9416-9440c9ab47f0"
1146632,1,1,"1",NA,1,NA,"Sulu","Mbalagane","Maswa","2 4 3",NA,1,NA,1,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3ee8e519-dc0e-11ec-9416-9440c9ab47f0"
1146633,1,1,"1",NA,1,NA,"Mwakidiga","Lalago","Maswa","2 4",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3c9b7968-dc0e-11ec-9416-9440c9ab47f0"
1146634,1,1,"3",NA,1,NA,"Mwakidiga, mwandete, suru","Lalago","Maswa","2",NA,2,NA,0,NA,NA,1,3,NA,"Kishapu","Kashapu","Kishapu","6 1",NA,2,NA,"3 1",NA,NA,NA,1,NA,NA,NA,4,"45bfe4a9-dc0e-11ec-9416-9440c9ab47f0"
1146635,1,1,"3",NA,1,NA,"Mwakidiga, gula,mbalagane, lalago, sanga","Lalago","Maswa","2",NA,2,NA,0,NA,NA,0,NA,NA,NA,NA,NA,"6",NA,2,NA,"3 1",NA,NA,NA,1,NA,NA,NA,4,"44a07de8-dc0e-11ec-9416-9440c9ab47f0"
1146636,1,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,"Muhunze","Kata","Kishapu","1",NA,1,NA,"3 2",NA,NA,NA,0,NA,NA,NA,2,"36a76e6a-dc0e-11ec-9416-9440c9ab47f0"
1146637,1,1,"2",NA,1,NA,"Shemanangombe","Lalago","Maswa","2",NA,1,NA,0,NA,NA,1,1,NA,"Mandangombe","Lalago","Maswa","1",NA,1,NA,"2",NA,NA,NA,1,NA,NA,NA,4,"457c8b0d-dc0e-11ec-9416-9440c9ab47f0"
1146638,1,1,"2",NA,1,NA,"Lalago","Lalago","Maswa","2",NA,1,NA,1,NA,NA,0,NA,NA,NA,NA,NA,"1",NA,1,NA,"2",NA,"1",NA,1,NA,NA,NA,4,"3def95d9-dc0e-11ec-9416-9440c9ab47f0"
1146639,1,1,"2",NA,1,NA,"Lalago","Lalago","Maswa","2",NA,1,NA,0,NA,NA,0,NA,NA,NA,NA,NA,"1",NA,1,NA,"2",NA,NA,NA,1,NA,NA,NA,4,"38b325a4-dc0e-11ec-9416-9440c9ab47f0"
1146640,1,1,"3",NA,1,NA,"Lalago, mwakidiga, mwangongo","Kishapu na lalago","Kishapu  na maswa","1 2",NA,1,NA,1,"1",NA,0,NA,NA,NA,NA,NA,"1",NA,1,NA,"6 1",NA,"1",NA,1,NA,NA,NA,4,"4338496c-dc0e-11ec-9416-9440c9ab47f0"
1146641,1,1,"1",NA,1,NA,"Mwakibiga","Mwakidiga","Maswa","2",NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3de5b013-dc0e-11ec-9416-9440c9ab47f0"
1146644,1,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,"!alago","Lalago","Maswa","5 4",NA,1,NA,"3",NA,NA,NA,0,NA,NA,NA,4,"3d730607-dc0e-11ec-9416-9440c9ab47f0"
1146645,1,1,"3",NA,1,NA,"Lalago, sanga senani,maswa","Lalago, sanga, maswa","Maswa","2",NA,2,NA,0,NA,NA,0,NA,NA,NA,NA,NA,"4 1",NA,2,NA,"1 3",NA,NA,NA,0,NA,NA,NA,1,"40c31602-dc0e-11ec-9416-9440c9ab47f0"
1146646,1,1,"3",NA,1,NA,"Mwakidiga, mwangongo","Lalago","Maswa","2",NA,2,NA,1,"1",NA,0,NA,NA,NA,NA,NA,"5 4",NA,2,NA,"3",NA,NA,NA,1,NA,NA,NA,1,"3c35ac0c-dc0e-11ec-9416-9440c9ab47f0"
1146647,1,1,"-66","Ananunua mbuzi na  kuchinja",3,NA,"Lalago","Lalago","Maswa","1 2",NA,-66,"Pikipiki",0,NA,NA,0,NA,NA,NA,NA,NA,"6",NA,1,NA,"1",NA,"-66","Ni mbuzi na kondoo tu",1,NA,NA,20000,4,"3cddf3dd-dc0e-11ec-9416-9440c9ab47f0"
1146648,1,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"6",NA,-66,"Ananunua wanyama wa kuchinja palepale","1",NA,"-66","Mbuzi na kondoo tu",0,"-66","Nitaendelea na shughuli nyingine 4",NA,NA,"408e0e38-dc0e-11ec-9416-9440c9ab47f0"
1146649,1,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,"Kiwanda cha kongoa kibaha","Kongoa","Kibaha","6 1",NA,2,NA,"1",NA,"-66","Mbuzi peke yake",0,NA,NA,NA,3,"38e2b1aa-dc0e-11ec-9416-9440c9ab47f0"
1146650,1,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,"Budekwa","Budekwa","Maswa","5",NA,1,NA,"1",NA,"1",NA,0,"4",NA,NA,2,"3fd7b46a-dc0e-11ec-9416-9440c9ab47f0"
1146651,1,1,"2",NA,1,NA,"Lalago","Lalago","Maswa","1",NA,-66,"Hasafirishi",0,NA,NA,0,NA,NA,NA,NA,NA,"7",NA,-66,"Hasafirishi","1",NA,"-66","Hapana",0,"-66","Sinunui",NA,4,"37e5e18d-dc0e-11ec-9416-9440c9ab47f0"
1146652,1,1,"1",NA,1,NA,"Sulu","Mbaragane","Maswa","2",NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"386b8035-dc0e-11ec-9416-9440c9ab47f0"
1146653,1,1,"3",NA,-66,"Anakuja kununua","Lalago","Lalago","Maswa","1",NA,-66,"Hakuwa na mbuzi wala kondoo",0,NA,NA,0,NA,NA,NA,NA,NA,"1",NA,2,NA,"1",NA,"-66","Hanunui wanyama wengine",0,"-66","Hanunui",NA,4,"36dc7f47-dc0e-11ec-9416-9440c9ab47f0"
1146654,1,1,"1",NA,1,NA,"Shinyanga mwenge","Dakama","Maswa","1",NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3e21a600-dc0e-11ec-9416-9440c9ab47f0"
1146655,1,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,"Bushitara","Busilili","Maswa","5",NA,-66,"Baiskeli","1 3",NA,"-66","Hapana",1,NA,NA,10000,1,"41a15232-dc0e-11ec-9416-9440c9ab47f0"
1146656,1,1,"3",NA,1,NA,"Mwandete","Basilili","Maswa","1",NA,2,NA,0,NA,NA,1,3,NA,"Mhunze","Kishapu","Kishapu","1",NA,2,NA,"1 3",NA,"-66","Hapana",0,"-66","Sinunui chochote",NA,20000,"44e1c79c-dc0e-11ec-9416-9440c9ab47f0"
1146657,1,1,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,"Shinyanga mwenge",NA,"Maswa","5",NA,1,NA,"1 3",NA,"-66","Hapana",0,"-66","Sinunui",NA,10000,"40a6e69e-dc0e-11ec-9416-9440c9ab47f0"
1146658,1,1,"1",NA,1,NA,"Mwakidiga","Lalago","Maswa","2",NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3d8e62de-dc0e-11ec-9416-9440c9ab47f0"
