"fid (see mrktc_idtable)","Unique Row ID","End time","Deviceid","Date","Country (see mrkta_lkpcountry)","Enumerator name (see mrkta_lkpenum)","Enter Password","Get selected staff current password","District/ Region (see mrkta_lkpregion)","Ward (see mrkta_lkpward)","Village","Date of interview","Interview code","Name of market","Type of market (see mrktc_lkpmrkt_type)","Respondent role","Gender of respondent (see mrktc_lkpresp_gender)","Respondent age (see mrktc_lkpresp_age)","13. Have you visited other markets to sell or buy sheep and goats in the past one month?","Number of other markets you have visited to sell or buy sheep and goats in the past one month","Researcher: Is this person a trader, meaning they buy and sell animals as a business?","14. What is your usual pattern of trading sheep and/or goats?","15. What are the main disease problems that you observe in the sheep and/or goats at this time?","16. Have you seen a disease with signs of nasal discharge, coughing, diarrhoea, eye discharge, sores in the mouth – in your own animals or someone else’s flock?","If yes, what is the local name of the disease?","Where did you see it?","When did you see it?","Did any animals die?","How many animals died?","What species died? (see mrktc_lkpdse_deathsspecies)","Other information?","Any other remarks?","GPS Coordinates of the market","Unique Row Identifier (UUID)"
"975692","1","2021-03-02T12:49:44","collect:spe591ryRSt4uwpQ","2021-03-02T00:00:00","2","2015","2015","2015","24","2401","KONODIMINI","2021-03-02","SEBS01","Marché de KONODIMINI","1","Vendeur","1","1","1","2","1","KONOBOUGOU, KONODIMINI","Dermatoses, trypanosomiase, Distomatose.","0","","","","","","","","RAS","13.3231559 -6.4209762 250.9 4.86","f9e19c50-beed-11eb-8cbd-5cb901ddeae0"
"975693","1","2021-03-02T12:46:52","collect:spe591ryRSt4uwpQ","2021-03-02T00:00:00","2","2015","2015","2015","24","2401","Konodimini","2021-03-02","SEBS02","Marché de KONODIMINI","1","Vendeur","1","2","1","2","1","Bamako, Sirakola, Kati Draal","Piétin, pasteurellose,","1","Gnèdjibo","KONODIMINI","2020-01-01","0","","","","","13.3230853 -6.4208723 277.5 4.96","fc9477d3-beed-11eb-8cbd-5cb901ddeae0"
"975694","1","2021-03-02T12:42:32","collect:spe591ryRSt4uwpQ","2021-03-02T00:00:00","2","2015","2015","2015","24","2401","KONODIMINI","2021-03-02","SEBS03","Marché de KONODIMINI","1","Vendeur","1","3","0","","1","Je vends à konodimini seulement","Affections pulmonaires, pasteurelloses,","1","Boï","Boroko(commune de Souban)","2021-01-01","1","1","1","","RAS","13.3232175 -6.4210386 274.0 5.0","fd3fd59c-beed-11eb-8cbd-5cb901ddeae0"
"975695","1","2021-03-02T12:40:13","collect:spe591ryRSt4uwpQ","2021-03-02T00:00:00","2","2015","2015","2015","24","2401","Konodimini","2021-03-02","SEBS04","Marché de KONODIMINI","1","Vendeur","1","2","1","1","1","KONODIMINI, Souban","Affections pulmonaires, Distomatose, pasteurelloses, dermatoses.","0","","","","","","","","RAS","13.3232835 -6.421095 277.0 4.98","f8c817a2-beed-11eb-8cbd-5cb901ddeae0"
"975696","1","2021-03-02T12:37:38","collect:spe591ryRSt4uwpQ","2021-03-02T00:00:00","2","2015","2015","2015","24","2401","KONODIMINI","2021-03-02","SEBS05","KONODIMINI","1","Vendeur","1","2","1","1","1","KONOBOUGOU, KONODIMINI","Distomatose, affection pulmonaire, dermatoses","0","","","","","","","","RAS","13.323388 -6.4210769 245.2 4.9","fc37b367-beed-11eb-8cbd-5cb901ddeae0"
"976801","1","2021-03-04T13:56:35","collect:AwmARgGnzC6806NY","2021-03-04T00:00:00","2","2016","2016","2016","24","2401","CINZANA CARE","2021-03-04","SEBS06","Marché de cinzana care","2","Acheteurs","1","2","0","","1","Il achète et amène chez lui et revendre","Maya, boyi","0","","","","","","","","","13.2521637 -5.9662205 282.15802701155076 4.34","f7fbbd90-beed-11eb-8cbd-5cb901ddeae0"
"976802","1","2021-03-04T13:55:08","collect:AwmARgGnzC6806NY","2021-03-04T00:00:00","2","2016","2016","2016","24","2401","CINZANA CARE","2021-03-04","SEBS07","Marché de cinzana care","2","Acheteurs","1","2","0","","1","Il achète et amène chez lui et revendre à Ségou","","1","Boyi","Cinzana care","2020-04-01","1","20","2","","","13.2521555 -5.9662591 278.80612381377364 4.68","fb9989e6-beed-11eb-8cbd-5cb901ddeae0"
"976803","1","2021-03-04T13:53:32","collect:AwmARgGnzC6806NY","2021-03-04T00:00:00","2","2016","2016","2016","24","2401","CINZANA CARE","2021-03-04","SEBS08","Marché de cinzana care","2","Acheteurs","1","3","1","2","1","Il achète et revendre","Biedimi","0","","","","","","","","","13.2521366 -5.9661792 281.4389280254648 4.866","f8aad785-beed-11eb-8cbd-5cb901ddeae0"
"976804","1","2021-03-04T13:50:26","collect:AwmARgGnzC6806NY","2021-03-04T00:00:00","2","2016","2016","2016","24","2401","CINZANA CARE","2021-03-04","SEBS09","Marché de cinzana care","2","Acheteur","1","2","0","","1","Il achète et revendre","Moura","0","","","","","","","","","13.2521426 -5.9662427 280.4994643205213 4.32","f9ed9701-beed-11eb-8cbd-5cb901ddeae0"
"976805","1","2021-03-04T13:48:29","collect:AwmARgGnzC6806NY","2021-03-04T00:00:00","2","2016","2016","2016","24","2401","CINZANA CARE","2021-03-04","SEBS10","Marché de cinzana care","2","Acheteurs","1","3","0","","1","Il achète amène chez lui et revendre","Foko foko dimi, tairè Maya","1","Cinzana care","Chez lui cinzana care","2020-11-01","1","1","2","","","13.2520792 -5.9661996 277.35084821999965 4.38","f8e42e98-beed-11eb-8cbd-5cb901ddeae0"
"977114","1","2021-03-05T11:15:20","collect:1jtYiuuy40y07T7P","2021-03-04T00:00:00","2","2014","2014","2014","24","2401","CINZANA CARE","2021-03-04","SEBS11","CINZANA CARE","2","ACHETEUR","1","2","1","6","1","DE CINZANA CARE VERS LES MARCHÉS DE: - -DOUGOUWOLO  - -SÉGOU - -KATIÈNA - -M`PESSOBA - -TOUNA - -BOUSSIN","-MOURA - -KABA","0","","","","","","","","RAS","13.2521595 -5.9662085 316.56 3.72","feee8f4d-beed-11eb-8cbd-5cb901ddeae0"
"977115","1","2021-03-05T11:21:51","collect:1jtYiuuy40y07T7P","2021-03-04T00:00:00","2","2014","2014","2014","24","2401","CINZANA CARE","2021-03-04","SEBS 12","CINZANA CARE","2","ACHETEUR","1","2","1","2","1","DE CINZANACARE À DOZOBOUGOU ,SEGOU ET PUIS  DOUGABOUGOU","MOURA ,KABA","0","","","","","","","","RAS","13.2520151 -5.9663851 316.56 4.76","fd7c82bc-beed-11eb-8cbd-5cb901ddeae0"
"977116","1","2021-03-05T11:28:38","collect:1jtYiuuy40y07T7P","2021-03-04T00:00:00","2","2014","2014","2014","24","2401","CINZANA CARE","2021-03-04","SEBS 13","CINZANA CARE","2","ACHETEUR","1","3","1","5","1","DE CINZANA CARE À KONOGOLA ET VERS LES MARCHÉS DE: - -SÉGOU - -M`PESSOBA - -N`GASSOLA - -BOUSSIN - -KATIÈNA","AFFECTIONS PULMONAIRES","0","","","","","","","","RAS","13.2520546 -5.966189 316.56 4.683","fcc059af-beed-11eb-8cbd-5cb901ddeae0"
"977117","1","2021-03-05T11:31:24","collect:1jtYiuuy40y07T7P","2021-03-04T00:00:00","2","2014","2014","2014","24","2401","CINZANA CARE","2021-03-04","SEBS14","CINZANA CARE","2","ACHETEUR","1","2","0","","1","DE KODOKOLA À CINZANA CARE","MAGNA, PIÉTIN DERMATOSE","0","","","","","","","","RAS","13.2520176 -5.9662631 316.56 3.9","faf4499f-beed-11eb-8cbd-5cb901ddeae0"
"977118","1","2021-03-05T11:33:31","collect:1jtYiuuy40y07T7P","2021-03-04T00:00:00","2","2014","2014","2014","24","2401","CINZANA CARE","2021-03-04","SEBS15","CINZANA CARE","2","ACHETEUR","1","2","1","4","1","DE CINZANA CARE À DOUGABOUGOU,KONOBOUGOU SÉGOU ENFIN KONODIMINI","PASTEURELLOSE MOURA","0","","","","","","","","RAS","13.2520528 -5.9662032 316.56 5.0","f84372bd-beed-11eb-8cbd-5cb901ddeae0"
"977127","1","2021-03-05T01:06:02","collect:7j0ZZ2mn3Ex7WBEc","2021-03-04T00:00:00","2","2013","2013","2013","24","2401","CINZANA CARE","2021-03-04","SEBS16","CINZANA CARE","2","Vendeur","1","2","1","3","1","De Bafobougou à Ségou, cinzana care et de Boussin","MOURA","1","N`boyi","BAFOBOUGOU","2020-12-01","1","5","3","Rien à signaler","RAS","13.2521933 -5.9662158 289.172938540957 96.0","f97e5153-beed-11eb-8cbd-5cb901ddeae0"
"977128","1","2021-03-05T01:11:41","collect:7j0ZZ2mn3Ex7WBEc","2021-03-04T00:00:00","2","2013","2013","2013","24","2401","CINZANA CARE","2021-03-04","SEBS17","Cinzana care","2","Vendeur","1","2","1","4","1","De Ségou à cinzana care, Dougabougou, konobougou puis konondimini","MOURA YÉRÉ YÉRÉ","1","N`boyi","CINZANA CARE","2020-10-01","0","","","","Rien à signaler","13.2522288 -5.9661739 323.07040718761243 96.0","fcaef798-beed-11eb-8cbd-5cb901ddeae0"
"977129","1","2021-03-05T01:18:10","collect:7j0ZZ2mn3Ex7WBEc","2021-03-04T00:00:00","2","2013","2013","2013","24","2401","CINZANA CARE","2021-03-04","SEBS18","Cinzana care","2","Vendeur","1","2","1","4","1","De Ségou à cinzana care - Cinzana Care à Dougabougou - Dougabougou à Boussin - Boussin à konondimini","Rien","1","Moura","Par tout où j`ai fait mes achats et ventes","2020-09-01","0","","","","RAS","13.2523392 -5.966261 284.38477441961174 96.0","f81330a7-beed-11eb-8cbd-5cb901ddeae0"
"977130","1","2021-03-05T15:19:42","collect:7j0ZZ2mn3Ex7WBEc","2021-03-04T00:00:00","2","2013","2013","2013","24","2401","CINZANA CARE","2021-03-04","SEBS19","Cinzana Care","2","Vendeur","1","2","1","3","1","De m`penso à cinzana care, boussin et tona","Safa konoboli","1","J`ignore","Boussin","","0","","","","Rien à signaler","13.2522961 -5.9661396 285.17664503445803 96.0","fa90987e-beed-11eb-8cbd-5cb901ddeae0"
"977131","1","2021-03-05T15:20:22","collect:7j0ZZ2mn3Ex7WBEc","2021-03-04T00:00:00","2","2013","2013","2013","24","2401","CINZANA CARE","2021-03-04","SEBS20","Cinzana care","2","Vendeur","1","2","1","5","1","De m`penso à fangaso, Tona, Katiana et donkanaso","MOURA","1","J`ignore","Je ne connais pas endroit","2020-07-01","0","","","","Rien à signaler","13.2521877 -5.9659663 218.99303404888977 96.0","fd60dc2e-beed-11eb-8cbd-5cb901ddeae0"
"977202","1","2021-03-05T20:20:34","collect:spe591ryRSt4uwpQ","2021-03-04T00:00:00","2","2015","2015","2015","24","2401","CINZANA GARE","2021-03-04","SEBS01","CINZANA GARE","2","Vendeur","1","3","1","3","1","SEGOU (marché primaire) - BOUSSIN (marché primaire) - Konodimini (marché primaire)","Affections pulmonaires, dermatoses.","0","","","","","","","","RAS","13.2522112 -5.9661597 274.9 3.9","fadb2a8f-beed-11eb-8cbd-5cb901ddeae0"
"977203","1","2021-03-05T20:15:44","collect:spe591ryRSt4uwpQ","2021-03-04T00:00:00","2","2015","2015","2015","24","2401","CINZANA GARE","2021-03-04","SEBS02","CINZANA GARE","2","Vendeur","1","2","1","1","1","SEGOU et CINZANA GARE","Dermatoses, pasteurelloses, maladies respiratoires et fièvre aphteuse.","0","","","","","","","","RAS","13.252248 -5.9661598 272.6 4.98","fa1a8ff1-beed-11eb-8cbd-5cb901ddeae0"
"977204","1","2021-03-05T20:11:09","collect:spe591ryRSt4uwpQ","2021-03-04T00:00:00","2","2015","2015","2015","24","2401","CINZANA GARE","2021-03-04","SEBS03","CINZANA GARE","2","Vendeur","1","2","1","2","1","BOUSSIN, Touna, CINZANA GARE","Gâle, maladies respiratoires","0","","","","","","","","RAS","13.2522574 -5.9661741 275.6 5.0","fda49c3f-beed-11eb-8cbd-5cb901ddeae0"
"977205","1","2021-03-05T20:24:35","collect:spe591ryRSt4uwpQ","2021-03-04T00:00:00","2","2015","2015","2015","24","2401","CINZANA GARE","2021-03-04","SEBS04","CINZANA GARE","2","Vendeur","1","1","0","","1","CINZANA GARE, BOUSSIN.","Dermatoses, trypanosomiase","0","","","","","","","","","13.252292 -5.9660727 279.0 5.0","f833ccdc-beed-11eb-8cbd-5cb901ddeae0"
"977206","1","2021-03-05T20:22:24","collect:spe591ryRSt4uwpQ","2021-03-04T00:00:00","2","2015","2015","2015","24","2401","CINZANA GARE","2021-03-04","SEBS05","CINZANA GARE","2","Vendeur","1","2","1","1","1","DOUGABOUGOU, SEGOU, CINZANA GARE","Dermatoses, affections pulmonaires","1","Boï","DOUGABOUGOU","2020-11-01","1","12","2","","Risque de PPR","13.2520581 -5.9660967 277.8 4.94","fdcf0997-beed-11eb-8cbd-5cb901ddeae0"
"977397","1","2021-02-25T09:28:09","356200112213968","2021-02-22T00:00:00","2","2010","2010","2010","25","2501","DALLE","2021-02-22","SIBSDA16","DALLE","3","Commerçant","1","2","1","3","1","Je fais l`achat dans les hameaux et vend à LOLONI, DALLE, KOUORO BARRAGE","FOKOFOKODIMI(AFFECTION PULMONAIRE) - KONOBOLI (DIARRHEE)","1","KONOBOLI","Dans mes propres troupeaux","2020-11-01","0","","","","","11.047753333333333 -5.540661666666667 530.2 4.8","fec70d9d-beed-11eb-8cbd-5cb901ddeae0"
"977398","1","2021-02-25T09:35:57","356200112213968","2021-02-22T00:00:00","2","2010","2010","2010","25","2501","DALLE","2021-02-22","SIBSDA17","DALLE","3","COMMERÇANT","1","2","0","","1","J`achète dans le village de DALLE et vend au marché de DALLE, LOLONI.","SOKOSOKO (TOUX)","1","SOKOSOKO(TOUX)","Dans le marché de DALLE","2020-11-01","0","","","","","11.047745 -5.540653333333334 530.2 4.2","fc07f1a8-beed-11eb-8cbd-5cb901ddeae0"
"977399","1","2021-02-25T09:39:50","356200112213968","2021-02-22T00:00:00","2","2010","2010","2010","25","2501","DALLE","2021-02-22","SIBSDA18","DALLE","3","Commerçant","1","2","0","","1","j`achète à Nimougou en passant par LOLONI et DALLE pour vendre","FOKOFOKODIMI ( difficultés respiratoires, écoulement nasal, toux) - SOUMAYA (poils piqués, anorexie)","1","SOUMAYA fiin","Nimougou","2020-10-01","1","10","3","","","11.047693333333333 -5.54063 500.4 4.6","fdb83fa0-beed-11eb-8cbd-5cb901ddeae0"
"977400","1","2021-03-06T13:36:18","356200112213968","2021-02-22T00:00:00","2","2010","2010","2010","25","2501","DALLE","2021-02-22","SIBSDA19","DALLE","3","Vendeur","1","3","0","","1","J`achète à DALLE et je vends aussi a DALLE","DIARRHEE(DIARRHEE) - KABA(CHUTE DES POILS)","0","","","","","","","","","11.047736666666667 -5.5407183333333325 518.9 4.8","f8d998db-beed-11eb-8cbd-5cb901ddeae0"
"977401","1","2021-03-06T13:38:21","356200112213968","2021-02-22T00:00:00","2","2010","2010","2010","25","2501","DALLE","2021-02-22","SIBSDA20","DALLE","3","Vendeur","1","2","1","2","1","J`ACHÈTE A DALLE ET KAÏ EN PASSANT PAR LOLONI POUR Aller VENDRE","SOUMAYA (POILS PIQUES)","1","FOKOFOKODIMI","KAÏ","2020-10-01","1","9","1","","","11.047736666666667 -5.540616666666667 512.8 5.0","f874d879-beed-11eb-8cbd-5cb901ddeae0"
"977403","1","2021-03-06T13:39:39","356200112213968","2021-02-23T00:00:00","2","2010","2010","2010","25","2501","TIOBOUGOU","2021-02-23","SIBSTI16","TIOBOUGOU","3","COMMERÇANT","1","2","1","2","1","J`ACHÈTE À SIKASSO ET TIOBOUGOU EN PASSANT PAR WARASSO POUR ALLER VENDRE","KONOBOLI (DIARRHEE) - SOKOSOKO(ÉCOULEMENT NASAL,TOUX)","1","KOUROUKOUROUBANA","À LOLONI","2017-12-01","1","20","3","","","11.234229999999998 -5.310976666666666 465.8 4.6","fd003808-beed-11eb-8cbd-5cb901ddeae0"
"977404","1","2021-03-06T13:42:40","356200112213968","2021-02-23T00:00:00","2","2010","2010","2010","25","2501","TIOBOUGOU","2021-02-23","SIBSTI17","TIOBOUGOU","3","Commerçant","1","2","1","1","0","","KONOBOLI (DIARRHEE)","1","Je ne sais pas","TIOBOUGOU","2020-11-01","1","10","3","","","11.234248333333335 -5.311016666666665 464.6 4.6","fdc3c977-beed-11eb-8cbd-5cb901ddeae0"
"977405","1","2021-03-06T13:44:13","356200112213968","2021-02-23T00:00:00","2","2010","2010","2010","25","2501","TIOBOUGOU","2021-02-23","SIBSTI18","TIOBOUGOU","3","COMMERÇANT","2","3","0","","1","J`ACHÈTE A TOMBOLA EN PASSANT PAR TIOBOUGOU POUR VENDRE","SOUMAYA (POILS PIQUES)","0","","","","","","","","","11.234243333333332 -5.311001666666668 458.1 4.0","ff14c9b9-beed-11eb-8cbd-5cb901ddeae0"
"977406","1","2021-03-06T13:46:21","356200112213968","2021-02-23T00:00:00","2","2010","2010","2010","25","2501","TIOBOUGOU","2021-02-23","SIBSTI19","TIOBOUGOU","3","Vendeur","1","2","1","3","1","J`ACHÈTE À TIOBOUGOU EN PASSANT PAR BAMBOUGOU ET  FINKOLO ZANSO POUR VENDRE","KONOBOLI(DIARRHEE)","0","","","","","","","","","11.23424 -5.3109 456.7 4.8","fbb3d066-beed-11eb-8cbd-5cb901ddeae0"
"977407","1","2021-03-06T13:50:55","356200112213968","2021-02-23T00:00:00","2","2010","2010","2010","25","2501","TIOBOUGOU","2021-02-23","SIBSTI20","TIOBOUGOU","3","COMMERÇANT","1","1","1","2","1","J`achète a Domaguèrèbougou en passant par Tiobougou pour  vendre","FOKOFOKODIMI (ÉCOULEMENT NASAL ,TOUX) - SOUMAYA (POILS PIQUES)","1","FOKOFOKODIMI","DOMAGUÈRÈBOUGOU","2019-02-01","1","40","3","","","11.234280000000002 -5.310915 464.9 5.0","f8c1bf3d-beed-11eb-8cbd-5cb901ddeae0"
"977411","1","2021-03-05T10:23:39","356200112213968","2021-02-28T00:00:00","2","2010","2010","2010","25","2501","NIÈNA","2021-02-28","SIBSNI16","NIÈNA","1","Commerçant","1","2","1","4","1","J`ACHÈTE À KIMPARANA ET ZANGASSO EN PASSANT PAR NIÉNA POUR VENDRE","KONOBOLI (DIARRHEE)","0","","","","","","","","","11.432324999999999 -6.356016666666666 358.9 5.0","fa9b2671-beed-11eb-8cbd-5cb901ddeae0"
"977412","1","2021-03-05T10:33:05","356200112213968","2021-02-28T00:00:00","2","2010","2010","2010","25","2501","NIÈNA","2021-02-28","SIBSNI17","NIÈNA","1","Commerçant","1","1","1","2","1","J`ACHÈTE À NIÉNA EN PASSANT PAR YANFOÏLA POUR VENDRE","FOKOFOKODIMI ( RESPIRATION DIFFICILE)","0","","","","","","","","","11.432276666666667 -6.356058333333334 363.0 5.0","f86942b6-beed-11eb-8cbd-5cb901ddeae0"
"977413","1","2021-03-05T10:44:47","356200112213968","2021-02-28T00:00:00","2","2010","2010","2010","25","2501","NIÈNA","2021-02-28","SIBSNI18","NIÈNA","1","Commerçant","1","1","0","","1","J`ACHÈTE À NIÉNA ET VENDRE AUSSI A NIÉNA","KONOBOLI (DIARRHEE) - SOKOSOKO (TOUX)","1","FOGOFOGODIMI","NIÈNA","2020-10-01","1","10","3","","","11.432171666666667 -6.355921666666668 373.4 5.0","f89c1f33-beed-11eb-8cbd-5cb901ddeae0"
"977414","1","2021-03-05T10:43:28","356200112213968","2021-02-28T00:00:00","2","2010","2010","2010","25","2501","NIÈNA","2021-02-28","SIBSNI19","NIÈNA","1","Commerçant","1","2","1","2","1","J`ACHÈTE À NIÉNA EN PASSANT PAR SIKASSO POUR VENDRE","SOUMAYA ( POILS PIQUES) - FOKOFOKODIMI ( RESPIRATION DIFFICILE)","0","","","","","","","","","11.432356666666665 -6.355688333333334 378.6 5.0","fdf47e97-beed-11eb-8cbd-5cb901ddeae0"
"977415","1","2021-03-05T10:50:09","356200112213968","2021-02-28T00:00:00","2","2010","2010","2010","25","2501","NIÈNA","2021-02-28","SIBSNI20","NIÈNA","1","Commerçant","1","1","0","","1","J`ACHÈTE À NIÉNA ET VENDRE AUSSI A NIÈNA","KONOBOLI (DIARRHEE) - SOKOSOKO (TOUX)","0","","","","","","","","","11.432223333333331 -6.355691666666667 383.8 5.0","ff0eca73-beed-11eb-8cbd-5cb901ddeae0"
"977417","1","2021-03-05T10:01:46","356200112213968","2021-03-02T00:00:00","2","2010","2010","2010","25","2501","SIKASSO","2021-03-02","SIBSME16","MÉDINE","1","COMMERÇANT","1","1","0","","1","J`achète à Sikasso et vendre à SIKASSO aussi","FOKOFOKODIMI (RESPIRATION DIFFICILE) - KONOBOLI (DIARRHEE) - SOUMAYA (Anorexie)","1","KABA","MÉDINE ","2019-10-01","1","25","3","","","11.316581666666666 -5.683343333333333 383.2 3.9","fbf74b99-beed-11eb-8cbd-5cb901ddeae0"
"977418","1","2021-03-05T10:08:29","356200112213968","2021-03-02T00:00:00","2","2010","2010","2010","25","2501","SIKASSO","2021-03-02","SIBSME 17","MÉDINE","1","Commerçant","1","2","1","4","1","NIÈNA EN PASSANT PAR SIKASSO POUR ALLER VENDRE À LOLONI","KONOBOLI ( DIARRHEE) - SOUMAYA (ANOREXIE) - FOKOFOKODIMI (RESPIRATION DIFFICILE)","1","SAFA","MÉDINE","2020-09-01","1","12","3","","","11.316613333333331 -5.6833133333333326 380.8 4.9","f975de18-beed-11eb-8cbd-5cb901ddeae0"
"977419","1","2021-03-05T10:04:54","356200112213968","2021-03-02T00:00:00","2","2010","2010","2010","25","2501","SIKASSO","2021-03-02","SIBSME18","MÉDINE","1","Commerçant","1","2","1","2","1","KIMPARANA ET KOUORO BARRAGE EN PASSANT PAR SIKASSO POUR VENDRE","FOKOFOKODIMI (RESPIRATION DIFFICILE) - KONOBOLI (DIARRHEE)","1","SAFA","MÉDINE","2021-03-01","1","30","3","","","11.316568333333331 -5.683278333333334 392.8 4.8","f7ff4fa2-beed-11eb-8cbd-5cb901ddeae0"
"977420","1","2021-03-05T10:16:21","356200112213968","2021-03-02T00:00:00","2","2010","2010","2010","25","2501","SIKASSO","2021-03-02","SIBSME19","MÉDINE","1","COMMERÇANT","1","2","1","3","1","FATOMA et KOUORO  BARRAGE en passant par SIKASSO pour vendre","KONOBOLI (DIARRHEE)","0","","","","","","","","","11.316603333333335 -5.683236666666666 415.6 5.0","fb677259-beed-11eb-8cbd-5cb901ddeae0"
"977421","1","2021-03-05T10:21:32","356200112213968","2021-03-02T00:00:00","2","2010","2010","2010","25","2501","SIKASSO","2021-03-02","SIBSME20","MÉDINE","1","COMMERÇANT","1","2","1","2","1","LOLONI et  KOUORO BARRAGE en passant par SIKASSO pour vendre","SOUMAYA ( POILS PIQUES)","0","","","","","","","","","11.316551666666665 -5.683153333333333 412.2 4.9","fae17821-beed-11eb-8cbd-5cb901ddeae0"
"977649","1","2021-02-25T11:08:38","collect:lcHtF3qg3Bc27lC3","2021-02-22T00:00:00","2","2011","2011","2011","25","2501","DALLE","2021-02-22","SIBSDA11","DALLE","3","Acheteur","1","1","0","","1","J`achète à yatiali et dalle à passent par Sikasso pour le vendre","SOUMAYA(Poils pique) - KONOBOLI(DIARRHÉE)","0","","","","","","","","","11.0478348 -5.5406917 530.4691101763663 3.9","fd4750e0-beed-11eb-8cbd-5cb901ddeae0"
"977650","1","2021-02-25T10:15:56","collect:lcHtF3qg3Bc27lC3","2021-02-22T00:00:00","2","2011","2011","2011","25","2501","DALLE","2021-02-22","SIBSDA12","DALLE","3","Vendeur","1","1","0","","0","","Soumaya(POILS PIQUE) - SOGOSOGO(TOUX)","0","","","","","","","","","11.0477537 -5.5408731 531.0627457811835 7.8","fd7ff772-beed-11eb-8cbd-5cb901ddeae0"
"977651","1","2021-02-25T11:09:16","collect:lcHtF3qg3Bc27lC3","2021-02-22T00:00:00","2","2011","2011","2011","25","2501","DALLE","2021-02-22","SIBSDA13","DALLE","3","Commerçant","1","2","1","2","0","","SOUMAYA (POILS PIQUE) -  SOGODOGO (TOUX) - FOGOFOGOBANA (AFFECTIONS PULMONAIRE)","0","","","","","","","","","11.0477233 -5.540752 524.7340072261754 4.84","fc5fc20a-beed-11eb-8cbd-5cb901ddeae0"
"977652","1","2021-02-25T10:50:11","collect:lcHtF3qg3Bc27lC3","2021-02-22T00:00:00","2","2011","2011","2011","25","2501","DALLE","2021-02-22","SIBSDA14","DALLE","3","Commerçant","1","2","0","","1","2","SOUMAYA(POILS PIQUE) - SOGOSOGO (TOUX) - KONOBOLI (DIARRHÉE)","0","","","","","","","","","11.0477813 -5.5408253 530.1718259770398 4.86","fd94c6fd-beed-11eb-8cbd-5cb901ddeae0"
"977653","1","2021-02-25T11:07:23","collect:lcHtF3qg3Bc27lC3","2021-02-22T00:00:00","2","2011","2011","2011","25","2501","DALLE","2021-02-22","SIBSDA15","DALLE","3","Commerçant","2","2","1","4","0","","TRYPANOSOMIASE (POILS PIQUE)   - FOGOBANA (AFFECTIONS PULMONAIRE) SOGOSOGO ( TOUX)","1","FOGOFOGOBANA (affection pulmonaire)","Chez mon troupeaux","2018-11-01","0","","","","","11.04774 -5.5407832 526.825164205059 4.86","fd52aa88-beed-11eb-8cbd-5cb901ddeae0"
